,average_valence_number,average_electronegativity,average_atomic_number,mean wt CN_1,std_dev L-shaped CN_2,HF,std_dev wt CN_1,Barrier_energy
2118,5.333333333333333,2.4233333333333333,24.0,0.0,0.0,-2.32,0.0,0.6099999999999
2119,10.125,2.83375,30.375,0.0146842571636466,0.3720113570490161,-0.486,0.0111256592402652,0.9700000000002548
2122,12.0,2.0900000000000003,48.0,0.0,0.0,-1.742,0.0,0.9099999999999682
2123,12.0,2.0900000000000003,48.0,0.0,0.0,-1.646,0.0,0.6733333333334031
2124,11.625,2.81875,31.875,0.0317397535706407,0.4649202094566538,-0.957,0.0215686363966088,0.8633333333332303
2127,5.666666666666667,2.22,35.0,0.0,0.0,-1.087,0.0,0.0899999999999939
2128,5.666666666666667,2.22,35.0,0.0,0.0,-1.067,0.0,0.1833333333333939
2131,12.333333333333334,2.2,47.0,0.0,0.0,-0.815,0.0,0.4400000000000545
2132,12.333333333333334,1.9,59.0,0.0,0.0,-0.336,0.0,0.5733333333332666
2133,5.5,2.80375,12.25,0.1750123616572531,0.0145930147348967,-1.181,0.1630068932769685,0.2299999999998666
2134,11.333333333333334,1.86,62.66666666666666,0.0,0.0,-0.013,0.0,0.6973333333332903
2135,11.333333333333334,1.86,62.66666666666666,0.0,0.0,0.004,0.0,0.6346666666667033
2136,12.666666666666666,2.486666666666667,30.666666666666668,0.0,0.0,-1.145,0.0,0.6299999999998818
2138,6.0,2.62,18.666666666666668,0.0,0.0,-1.537,0.0,0.599999999999909
2140,3.0,2.4775,5.0,0.4641009016321396,0.1307815242562814,-1.25,0.4532393111105808,0.2066666666666302
2141,3.0,2.47125,6.0,0.463986203585733,0.1183820629476797,-1.232,0.4543542259206191,0.066666666666606
2142,6.0,3.1666666666666665,13.333333333333334,0.0,0.0,-2.983,0.0,0.5199999999999818
2143,12.666666666666666,2.286666666666666,42.66666666666666,0.0,0.0,-0.67,0.0,1.0
2147,4.25,2.4087500000000004,10.5,0.4995591623512252,0.1020307004334194,-1.121,0.4679485610445397,0.8666666666664847
2148,12.0,2.2133333333333334,30.0,0.0,0.0,-1.005,0.0,0.556666666666691
2149,4.25,2.19375,12.5,0.499693191574833,0.1949426308313057,-0.445,0.4983999676654564,0.0099999999997635
2152,4.875,2.78625,9.375,0.2360916858094858,0.046081061875914,-1.178,0.3574636045297535,0.0333333333334546
2153,5.5,2.79875,10.0,0.1825899852720155,0.035435629280198,-1.219,0.2281024704836847,0.2500000000006063
2157,5.25,2.3287500000000003,12.5,0.5541558880120632,0.0879027415450791,-0.233,0.4586512714583242,0.0799999999999272
2160,13.0,2.5166666666666666,31.0,0.0,0.0,-0.863,0.0,0.7000000000000455
2162,6.333333333333333,2.65,19.0,0.0,0.0,-1.174,0.0,0.7100000000000364
2163,6.307692307692308,2.3253846153846154,20.76923076923077,0.0841229357236411,0.0143457746804938,-1.215,0.2646256552127562,0.75
2165,5.666666666666667,2.8366666666666664,13.0,0.0,0.0232580140276608,-2.184,0.0,0.349999999999909
2166,7.777777777777778,2.3144444444444443,26.88888888888889,0.0003087448679447,0.0924447558104633,-0.481,0.0003328161573133,0.4400000000000545
2167,5.666666666666667,2.263333333333333,18.33333333333333,0.0,0.0,-0.879,0.0,0.1500000000000909
2168,5.666666666666667,2.263333333333333,18.33333333333333,0.0,0.0,-0.862,0.0,0.1833333333333939
2169,4.777777777777778,2.867777777777778,9.0,0.3836198227998787,0.0326774588536445,-1.456,0.4385824033586889,0.0999999999994543
2170,12.333333333333334,2.243333333333333,30.33333333333333,0.0,0.0,-0.708,0.0,0.6699999999998454
2171,12.333333333333334,2.243333333333333,30.33333333333333,0.0,0.0,-0.692,0.0,0.6399999999998727
2172,5.888888888888889,2.864444444444445,11.0,0.3782516829896763,0.0543370194934896,-1.351,0.4429207199853944,0.1199999999998908
2174,12.0,2.24,46.66666666666666,0.0,0.0,0.068,0.0,0.5113333333334064
2175,14.0,2.32,33.0,0.0921863112006892,0.0091965785997349,-0.232,0.0752698079037021,0.9600000000000364
2176,6.0,2.34,18.6,0.0017834275976334,0.0288751336362142,-0.433,0.0014588805571474,0.7000000000002728
2182,6.0,3.08,30.0,0.0,0.0,-2.017,0.0,0.1100000000001273
2184,6.0,2.5066666666666664,35.333333333333336,0.0,0.0,-0.874,0.0,0.4300000000000636
2189,12.666666666666666,2.4866666666666664,47.333333333333336,0.0,0.0,-0.594,0.0,0.7799999999999727
2192,7.0,2.3600000000000003,20.4,0.0228810056333313,0.0251287515647586,-0.311,0.0186756334069785,0.7100000000000364
2196,9.2,2.382,26.0,0.1096357322229334,0.1394963434591795,-0.061,0.1116727614373651,0.8299999999999272
2201,11.333333333333334,1.79,68.66666666666667,0.0,0.0,-0.173,0.0,0.5426666666667188
2202,11.333333333333334,1.79,68.66666666666667,0.0,0.0,-0.171,0.0,0.3780000000000048
2203,12.666666666666666,2.4166666666666665,36.66666666666666,0.0,0.0,-1.339,0.0,0.6399999999998727
2204,6.0,2.315,19.4,0.0082317059309487,0.0374235306396046,-0.669,0.0067211597478221,0.8099999999999454
2206,6.0,2.5500000000000003,24.666666666666668,0.0,0.0,-1.705,0.0,0.650000000000091
2208,7.0,2.383,25.4,0.0766470024517495,0.0196466052522916,-0.2,0.0625820154402125,0.7300000000000182
2211,5.333333333333333,2.1633333333333336,24.0,0.0,0.0,-1.585,0.0,0.2300000000000182
2214,12.0,2.143333333333333,36.0,0.0,0.0,-1.367,0.0,0.4433333333333848
2215,12.0,1.8433333333333333,48.0,0.0,0.0,-0.885,0.0,0.533333333333303
2217,11.666666666666666,2.236666666666667,27.0,0.0188963352149048,4.6326393429311314e-15,-0.555,0.0133617267700333,0.9299999999998364
2218,5.0,2.245,14.2,0.0196440193583927,0.0151432654591477,-0.661,0.0220857781127917,0.8600000000001273
2220,7.0,2.2380000000000004,18.6,0.0095808623748989,0.0551156988846199,-0.46,0.0134981366403962,0.9099999999998544
2222,7.666666666666667,2.566666666666667,37.0,0.1278449673766618,0.0183970046045005,0.073,0.0904000433726105,0.5300000000002001
2223,5.0,2.24,15.0,0.0213010682547971,0.0471387962889124,-0.642,0.0227719823801814,0.7999999999997272
2225,12.0,2.27,42.0,0.0532264604149725,0.0309797477677579,-2.191,0.0376367910979844,0.6033333333331635
2226,12.0,2.07,54.0,0.0266068311418889,0.0130878561938243,-1.794,0.0188152930013174,0.7899999999999636
2231,5.333333333333333,2.44,18.0,0.0256675302913292,0.0137702080969809,-2.369,0.01814968472531,0.5133333333333212
2233,12.0,2.106666666666667,42.0,0.0099605620822703,0.0049866348881736,-1.595,0.0070431809928029,0.6133333333333061
2236,14.333333333333334,2.6,32.333333333333336,0.0058878796679166,0.1433081704160707,-0.36,0.0048014947298693,0.7333333333335759
2237,7.0,2.92,14.333333333333334,0.0,0.2602840810187855,-0.838,0.0,0.0900000000001455
2239,6.666666666666667,2.66,19.33333333333333,0.0004682018484007,0.0894184273871153,-0.986,0.0003310687019682,0.7800000000002001
2240,6.666666666666667,3.2066666666666666,14.0,0.0035360752668415,0.0501580919347889,-2.329,0.0025003827999697,0.0699999999997089
2242,12.666666666666666,2.2533333333333334,30.666666666666668,6.108223937324767e-05,0.0034481654686006,-0.435,3.2706891823496774e-05,0.9699999999998
2245,15.0,2.606666666666667,33.0,0.0013228802386326,0.0953225383763622,-0.303,0.0009354175874348,0.6999999999998181
2246,15.0,2.606666666666667,33.0,0.003379801402778,0.2264488749393392,-0.284,0.0034724509750858,0.7699999999999818
2247,8.333333333333334,2.74,21.0,0.0008020600595101,0.1041105355332075,-0.506,0.0005857808004975,0.8999999999996362
2248,8.333333333333334,3.286666666666666,15.666666666666666,0.0035360752668415,0.0661754070363299,-1.595,0.0025003827999697,0.0533333333331332
2250,7.2,2.445,25.6,0.1517456643322599,0.1428243072284079,-0.196,0.1347579195173234,0.6000000000003638
2251,13.2,2.427,36.4,0.1267786342988951,0.2049529467134212,-0.117,0.1139961912538598,0.949999999999818
2252,6.666666666666667,2.9033333333333338,14.0,0.0,0.2464665310496347,-1.078,0.0,0.0899999999996907
2253,6.666666666666667,2.33,19.33333333333333,0.0229342176180297,0.0143203229608282,-0.383,0.0163379693453746,0.4200000000000727
2254,13.333333333333334,2.31,31.33333333333333,0.0206369801201368,0.014321307942779,-0.299,0.0147474486359039,0.8500000000003638
2261,9.2,2.3760000000000003,27.4,0.099793693127297,0.2347387959017328,-0.118,0.0893780636564798,0.6100000000001273
2265,7.0,3.18,17.2,0.4923155922444371,0.0119220320580444,-1.384,0.3361678504379823,0.6599999999998545
2266,6.4,3.002,16.4,0.3561372572219318,0.0676869073086015,-1.184,0.2255489213169347,0.6199999999998909
2269,5.333333333333333,2.543333333333333,15.333333333333334,0.0,0.4040488386092718,-1.748,0.0,0.9866666666666788
2270,5.6,2.272,15.6,0.0118644983191931,0.027423653371613,-0.457,0.0096903075226622,0.5633333333331999
2271,12.0,2.2100000000000004,39.333333333333336,0.0,0.3186147139359617,-0.992,0.0,0.5266666666667182
2272,11.6,2.254,26.4,0.0071334597138951,0.0491951859398351,-0.359,0.0058261307523395,0.8900000000003274
2277,5.6,2.2670000000000003,16.4,0.008882330338954,0.0003265851391333,-0.412,0.0072539440464315,0.569999999999709
2278,11.6,2.249,27.2,0.0165014685386363,0.0144824578828204,-0.33,0.0134746467928023,0.8800000000001091
2279,6.0,3.013333333333333,19.33333333333333,0.0,0.0179134230296631,-1.821,0.0,0.0900000000001455
2280,6.0,2.44,24.666666666666668,0.0,0.0047212971535814,-0.741,0.0,0.599999999999909
2286,7.333333333333333,2.356666666666667,20.0,0.0014668979711258,0.0083253493901129,-0.265,0.0010372535026919,0.2699999999999818
2287,14.0,2.3366666666666664,32.0,0.0022567341840222,0.010667585499661,-0.191,0.0015957520448576,0.376666666666703
2289,2.6666666666666665,1.6933333333333334,15.333333333333334,0.0,0.0,-0.988,0.0,0.0366666666668606
2291,2.6666666666666665,1.6933333333333334,27.33333333333333,1.265165812443942e-05,1.294350093727734e-05,-0.919,1.7892146506089982e-05,0.5400000000000394
2293,6.666666666666667,3.026666666666667,30.666666666666668,0.0246638799709778,1.157454446597066e-11,-0.838,0.0187475035652526,0.0900000000001455
2294,6.666666666666667,2.4533333333333336,36.0,0.0254423850518407,0.0116233292047588,-0.3,0.0200458210218423,0.5100000000002183
2295,7.0,2.354,20.4,0.0701927551942038,0.2016226375888311,-0.346,0.0757252360289056,0.5399999999999636
2296,13.0,2.3359999999999994,31.2,0.048239228908913,0.2629405312218557,-0.229,0.0584888374593683,0.9100000000003092
2301,9.333333333333334,2.8833333333333333,38.66666666666666,0.1018578417514124,0.0537038501452257,-1.146,0.0720243706194499,0.9799999999995634
2306,7.2,2.381,20.6,0.1230002324851218,0.1838867166469387,-0.247,0.101789432479502,0.650000000000091
2307,9.0,2.0933333333333333,36.333333333333336,0.0,0.0,-0.721,0.0,0.0666666666667576
2308,13.2,2.363,31.4,0.0751817167767747,0.2464443639792671,-0.144,0.0634970126820469,0.9399999999995998
2309,14.666666666666666,2.706666666666667,38.66666666666666,0.0027818284502134,0.1394675477417054,-0.358,0.0019670497612435,0.9899999999997816
2310,8.0,3.3866666666666667,21.33333333333333,0.0001314404240468,0.0396616832004287,-1.285,9.294241516554434e-05,0.0800000000003819
2311,12.333333333333334,2.083333333333333,42.333333333333336,0.0,0.0,-0.657,0.0,0.5199999999999818
2313,12.333333333333334,2.083333333333333,42.333333333333336,0.0,0.0,-0.627,0.0,0.3800000000001091
2314,7.333333333333333,2.4533333333333336,26.0,0.0019274151963287,0.0058375113492559,-0.294,0.001362888355486,0.4700000000002546
2315,7.333333333333333,2.4533333333333336,26.0,0.0,0.4032867417375008,-0.228,0.0,0.6400000000003274
2317,14.0,2.433333333333333,38.0,0.0991548082154645,0.0001571756055178,-0.247,0.127163125892742,0.7833333333336062
2319,14.666666666666666,2.733333333333333,49.333333333333336,0.0026027846763946,0.0905576105723239,-0.251,0.001840446694647,0.8833333333333636
2320,8.0,3.4133333333333336,32.0,2.530331624887884e-05,0.034106994801073,-1.075,1.7892146506089982e-05,0.0799999999999272
2321,14.666666666666666,2.533333333333333,61.333333333333336,0.0033419626585483,0.1252688343676818,-0.127,0.0023631244583317,0.7300000000000182
2323,14.0,2.4599999999999995,48.66666666666666,0.0031514997639882,0.0098757125684968,-0.31,0.0022284468540239,0.8000000000001819
2325,6.2,2.339,17.8,0.0120311751888742,0.2315355971079868,-0.391,0.009720100910228,0.9200000000000728
2328,6.666666666666667,3.026666666666667,20.0,0.0256443626482209,0.0008648649570734,-0.925,0.0202837307552051,0.0700000000001637
2329,6.666666666666667,2.4533333333333336,25.33333333333333,0.0258627191087118,0.0153807447462493,-0.402,0.0195300410268888,0.3699999999998908
2330,13.333333333333334,2.433333333333333,37.333333333333336,0.0220119015702614,0.015480521957388,-0.343,0.0166309740134985,0.1966666666667151
2331,13.333333333333334,2.1333333333333333,49.333333333333336,0.0157880345024196,0.0170862850238262,-0.219,0.0122576843994886,0.5166666666668789
2332,6.0,2.265,16.0,0.0345032098114676,0.0294385086117415,-0.53,0.0342621296263813,0.8200000000001637
2333,9.333333333333334,2.553333333333333,58.0,0.0,6.058561397099702e-14,-0.02,0.0,0.1333333333333636
2335,9.333333333333334,2.1266666666666665,24.666666666666668,0.0,1.2933569935655836e-08,-0.161,0.0,0.1700000000000727
2337,5.333333333333333,1.9266666666666667,32.666666666666664,0.173674162219489,0.0,-0.688,0.2456123556445863,0.5066666666665091
2340,10.666666666666666,2.22,59.333333333333336,0.0091463399232763,0.0033818026834532,-0.317,0.0064674389827859,0.8099999999999454
2341,6.0,2.26,16.8,0.0599471313741639,0.0230791972627412,-0.512,0.0562962807480562,0.9200000000000728
2348,8.4,2.999,16.8,0.3743001113577887,0.0224421680660699,-0.955,0.3318503600542029,0.7666666666661209
2350,14.0,2.21,65.33333333333333,0.0056639586116677,0.0016118951024244,-0.335,0.0040050235426702,0.9900000000000092
2352,8.0,2.26,21.4,0.0168589914022356,0.0393361040061119,-0.344,0.0193784603874475,0.7300000000000182
2354,6.0,2.262,17.8,0.0462766092325048,0.0548283631320825,-0.539,0.0485197286954312,0.7400000000002365
2356,12.0,2.29,36.0,0.0275563798634535,0.015000336692941,-2.119,0.0194853030664004,0.3933333333334303
2358,8.0,2.255,22.2,0.05064517287495,0.0143003068785977,-0.346,0.0482178024886191,0.8699999999998909
2359,14.0,2.237,33.0,0.0338469277877587,0.0192333994556531,-0.306,0.0366443056255499,0.8266666666666728
2360,6.0,2.257,18.6,0.083549190668989,0.0264109064090175,-0.529,0.0725229794772069,0.900000000000091
2361,12.666666666666666,2.393333333333333,70.0,0.0,2.243668060326101e-08,-0.081,0.0,0.713333333333594
2368,12.666666666666666,2.486666666666667,30.666666666666668,0.000141364909817,0.033730325554729,-1.178,0.0001999201727069,0.9200000000000728
2371,5.333333333333333,2.806666666666666,12.666666666666666,0.0333564733810023,0.0265559708237782,-2.959,0.0385255449513517,0.3266666666665211
2372,5.333333333333333,2.2333333333333334,18.0,0.0182230839833313,0.0094026880669601,-1.219,0.0128856662587455,0.6666666666667425
2373,5.7,2.3040000000000003,17.5,0.0118830075693841,0.085000280899593,-0.412,0.0179633782866126,0.5899999999996908
2374,6.333333333333333,2.65,19.0,0.0049915290315199,0.0059089887873189,-1.063,0.0035295440266773,0.8800000000001091
2375,5.666666666666667,2.8366666666666664,13.0,0.0310776449813136,0.0262322216761774,-2.208,0.0331641647709317,0.0833333333331817
2377,6.0,3.08,30.0,0.0,0.0188824026555897,-1.818,0.0,0.099999999999909
2378,6.0,2.5066666666666664,35.333333333333336,0.0,0.0044347676170315,-0.696,0.0,0.6599999999998545
2381,12.666666666666666,2.4166666666666665,36.66666666666666,4.8430581248808256e-05,0.0076806736862244,-1.34,4.4441716659172256e-05,0.75
2382,6.0,2.5500000000000003,24.666666666666668,6.108223937324767e-05,0.0055823789487295,-1.676,3.2706891823496774e-05,0.8599999999996726
2383,12.4,2.241,42.2,0.0453299637870075,0.0464522375084124,-0.581,0.058914089807579,0.8299999999999272
2385,5.333333333333333,2.1633333333333336,24.0,0.0256675302913292,0.0149116236711901,-1.52,0.01814968472531,0.3800000000001091
2392,13.333333333333334,2.01,43.333333333333336,0.0,0.008366084172342,-0.1,0.0,0.7899999999999636
2394,6.3,2.345,19.7,0.0442373500240654,0.0387440522144211,-0.363,0.0762621072377095,0.7899999999999636
2399,8.2,2.912,18.4,0.365903644044742,0.1326910083712004,-1.281,0.2893900307343798,0.1300000000010186
2400,8.333333333333334,3.5,32.333333333333336,0.3252750377128531,0.0487699377697007,-0.92,0.3978936910783943,0.0900000000001455
2401,15.0,2.62,61.66666666666666,0.0066671899800806,0.3241905849650229,-0.032,0.0092150544515015,0.3599999999996726
2403,7.0,2.3466666666666667,19.666666666666668,0.0034726851045962,0.0021960615149636,-0.317,0.0002388555126345,0.5900000000001455
2408,15.333333333333334,2.44,62.0,0.0,0.2345539530655397,-0.357,0.0,0.3599999999996726
2409,7.2,2.939,13.0,0.4439751830210026,0.1672732767691725,-1.531,0.2753731446067932,0.1300000000010186
2411,7.2,2.423,17.8,0.4924771957302519,0.2365277553333793,-0.125,0.2425338648990124,0.8300000000008367
2412,13.0,2.08,81.0,0.0110518448990287,0.0027186396647011,-0.024,0.0124080477556284,1.0
2413,7.0,2.4533333333333336,36.333333333333336,0.0035897096836907,0.0023454648624821,-0.381,0.0008245331640733,0.4199999999991632
2414,7.2,2.913,16.6,0.3959466308198424,0.1372319945399176,-1.631,0.2876065800755865,0.1400000000012369
2418,8.2,2.925,16.6,0.4688794662233507,0.1788105005855122,-1.151,0.2482308042397787,0.1300000000010186
2420,4.333333333333333,2.603333333333333,9.0,0.0014549359559708,0.0002097109598373,-0.793,0.000879135899752,0.25
2421,6.4,2.833,23.2,0.2505501773424145,0.0110972658635134,-1.118,0.2304180202169718,0.180000000000291
2424,6.666666666666667,2.3833333333333333,29.166666666666668,0.0328003229638944,0.0380615148560255,-0.43,0.0393341486761073,0.6299999999991996
2429,6.333333333333333,2.9266666666666663,30.33333333333333,0.0020846238349391,0.0043832710443812,-1.434,0.0023250890155185,0.0799999999999272
2430,6.333333333333333,2.353333333333333,35.666666666666664,0.0093797268352447,0.0066439505136177,-0.593,0.0115462308605084,0.6500000000005457
2431,6.333333333333333,2.353333333333333,35.666666666666664,0.0150632751126383,0.017798707443785,-0.471,0.0208332768607131,0.5399999999999636
2436,7.0,2.48,25.666666666666668,0.0032928646738053,0.0029179923983002,-0.379,0.0020285266813169,0.6700000000000728
2439,6.333333333333333,2.9966666666666666,18.0,0.3551161367023303,0.0840452338347192,-1.827,0.2484632522347069,0.2200000000002546
2442,9.333333333333334,3.143333333333333,16.666666666666668,0.2450215651613895,0.2893183572556607,-0.679,0.0753131694596079,0.1099999999996725
2445,5.333333333333333,2.353333333333333,15.333333333333334,0.0027377224265017,0.3033814354801343,-0.661,0.003592896940075,0.6399999999998727
2446,12.0,2.333333333333333,27.33333333333333,0.0029760751141316,0.2811309558743236,-0.446,0.0040266111409758,0.453333333332921
2451,9.333333333333334,2.9933333333333336,22.666666666666668,0.1817877971919004,0.1004854080234289,-1.087,0.1044282102425795,0.0999999999994543
2452,12.0,2.2133333333333334,30.0,1.265165812443942e-05,1.737661279841997e-05,-1.131,1.7892146506089982e-05,0.7299999999995634
2453,5.666666666666667,2.8366666666666664,13.0,0.192662456488373,0.0232722529836195,-2.239,0.3616435990073676,0.1199999999998908
2461,7.733333333333333,3.534,15.333333333333334,0.5560034327558621,0.0847386153322944,-2.641,0.3389465394690215,0.430000000000291
2462,7.733333333333333,3.5126666666666666,22.0,0.493295658725878,0.1013324809418265,-2.469,0.3465097958065249,0.2766666666672487
2464,7.733333333333333,3.5166666666666666,17.733333333333334,0.5221928984754975,0.0885161903956131,-2.827,0.3416194294715802,0.4233333333334788
2465,8.066666666666666,3.5780000000000003,13.266666666666667,0.424800766816419,0.0003362660012169,-2.258,0.470310254711171,0.1099999999999757
2468,6.733333333333333,3.579333333333333,10.866666666666667,0.4626866304612783,0.0004349971461746,-2.614,0.4426891795401266,0.1500000000002425
2470,8.066666666666666,3.560666666666666,15.666666666666666,0.4050154999986055,0.0005862995476398,-2.456,0.4858711710974492,0.0900000000001455
2473,7.733333333333333,3.520666666666666,16.533333333333335,0.4883790482166861,0.0924278695493208,-2.799,0.3530004951134638,0.0633333333328967
2475,7.2,2.822,14.0,1.4529174374642478e-05,0.1345086970220833,-2.117,3.294054197952278e-05,0.5066666666671154
2476,7.2,2.306,18.8,2.2772984623990958e-05,0.2630587864217616,-0.518,1.859406408300829e-05,0.680000000000291
2477,4.8,2.278,13.2,0.0,0.0837756857468264,-0.672,0.0,0.4333333333332423
2478,6.8,2.232,18.4,0.0009535456344505,0.0066683644280314,-0.874,0.0013284819455493,0.8699999999998909
2480,13.0,2.028,38.2,0.0,0.0,-0.235,0.0,0.9400000000000546
2482,13.0,2.254,29.4,0.0,0.0735908128924859,-0.547,0.0,0.9299999999998364
2484,7.0,2.272,18.6,3.0363979498654607e-05,0.0946593974905448,-0.65,1.5181989749327302e-05,0.5299999999997453
2486,6.8,2.742,17.2,0.0509462582652128,0.0061677273472685,-2.21,0.0600963860674842,0.3199999999998605
2487,6.8,2.226,22.0,0.0244725686496071,0.0181157302370945,-0.771,0.0296179225163159,0.8899999999998727
2492,9.4,2.232,24.2,0.0,0.0,-0.275,0.0,0.5300000000002001
2493,13.4,2.22,31.4,0.0,0.0,-0.295,0.0,0.7899999999999636
2496,7.0,2.084,21.8,0.0,0.0,-1.117,0.0,0.2200000000000272
2498,11.0,2.072,29.0,0.0,0.0,-1.025,0.0,0.7599999999999909
2502,5.0,2.25,15.0,2.2772984623990958e-05,0.014527303385056,-0.798,1.859406408300829e-05,0.5833333333333334
2505,9.6,2.904,28.0,0.2790053464800204,0.1306531085472828,-1.266,0.2881653058795531,0.3999999999999393
2512,14.4,2.342,32.4,0.0810799186662425,0.241199056777194,-0.212,0.1621628877562962,0.7333333333329696
2513,14.4,2.072,43.2,0.094206196457638,0.2143468790241576,-0.105,0.1884130949815042,0.7533333333337092
2514,7.8,2.832,16.2,0.0,0.1274585510761498,-1.582,0.0,0.9433333333327028
2515,7.8,2.316,21.0,0.0054529458091908,0.2846921153979678,-0.387,0.0163588374275726,0.9800000000000182
2516,13.8,2.298,31.8,0.0098782366042774,0.3152024831819506,-0.315,0.0296347098128323,0.8066666666663878
2526,8.4,2.4240000000000004,31.6,0.0848814215718513,0.2328226569078136,-0.294,0.1697695389456583,0.3633333333333818
2527,14.4,2.406,42.4,0.0508294564128875,0.1958778040153185,-0.276,0.1016610744839797,0.8899999999994179
2530,7.0,2.246,18.6,0.0,0.0313894507132316,-0.576,0.0,0.4900000000002364
2531,13.0,2.228,29.4,0.0,0.0376909632796709,-0.512,0.0,0.6299999999999576
2535,3.2,2.434,14.8,0.5950774154018348,4.210073845949209e-05,-1.814,0.3713880255721372,0.0099999999999909
2536,3.2,2.09,18.0,0.5324053799825902,7.450205287511913e-05,-0.966,0.4004591865153393,0.0199999999999818
2537,7.2,2.0780000000000003,25.2,0.5200643508523921,5.644957951973585e-05,-0.82,0.4068994165998644,0.0099999999999909
2541,8.8,2.2380000000000004,23.6,0.0,0.0,-1.327,0.0,0.7400000000000091
2543,8.4,2.9560000000000004,20.4,0.0,0.0905829907967491,-0.904,0.0,0.4366666666661937
2545,4.8,2.318,16.4,0.0,0.0,-1.585,0.0,0.7000000000000455
2547,5.2,2.39,16.8,0.0,1.2007055834895523e-05,-1.397,0.0,0.5699999999999363
2549,14.4,2.422,36.0,0.036628465423313,0.1835578711623739,-0.321,0.0732638773200923,0.819999999999709
2553,9.6,2.91,21.6,0.3087256988478584,0.1120427922492302,-1.301,0.2973746323912155,0.6100000000002789
2556,13.2,2.238,31.2,0.0007160498604041,0.3371865668974911,-0.851,0.0021481495812125,0.8266666666665211
2557,13.2,1.9680000000000004,42.0,0.0243826775658506,0.3856905946385554,-0.549,0.0731480326975519,0.7233333333333576
2559,7.4,2.364,19.0,0.2484971226511853,0.3018583753515023,-0.408,0.2243889610649131,0.8200000000001637
2589,4.8,2.0740000000000003,23.6,8.236683496328969e-05,7.264424922051797e-05,-1.219,7.482406434454324e-05,0.0499999999999545
2594,8.8,2.062,30.8,6.97961067127017e-05,2.6762968845104087e-05,-1.081,6.368226467876689e-05,0.6800000000000637
2599,8.8,2.466,35.6,0.1018370438935179,0.2649584578255688,-0.082,0.0938931130412747,0.7300000000004729
2600,7.2,2.1,18.0,0.4981251901172138,3.231758672786804e-05,-0.771,0.4194508901151219,0.0
2601,7.6,2.39,29.2,0.1435546535337656,0.2480655668823148,-0.213,0.1377919780990424,0.6366666666666182
2602,5.2,2.25,16.4,0.4218135891378836,0.0029094589187255,-0.374,0.4725076758364196,0.4333333333332423
2603,9.6,2.878,31.6,0.228704484898087,0.1259357179494194,-1.312,0.2113568985009687,0.5333333333331515
2605,5.0,2.148,10.2,0.1660250873572732,0.0,-1.215,0.0865909692193832,0.2166666666666211
2606,4.6,2.732,17.0,0.4314932245506996,0.0010089630093502,-1.481,0.2454536677442867,0.556666666666994
2607,4.6,2.732,17.0,0.4157933278387548,2.1267905355971377e-05,-1.473,0.2722114047205387,0.1633333333331089
2608,4.6,2.738,9.8,0.3601976887009781,0.000355986672987,-1.473,0.2149547243587484,0.8399999999996908
2609,4.6,2.738,13.4,0.3953268319150625,0.0003879081915708,-1.469,0.2283280878520667,0.6799999999998363
2610,6.8,2.476,20.0,0.0,0.132071750628409,-1.617,0.0,0.8900000000003274
2612,10.8,1.982,38.0,0.0,0.3160334030308704,-1.459,0.0,0.5299999999997453
2613,14.8,2.494,36.4,0.000153110555869,0.0757817843474163,-0.657,0.0001767466123499,0.9600000000000364
2616,5.2,2.3120000000000003,22.8,0.4570527489217434,0.013283027059175,-0.189,0.4463613355223583,0.066666666666606
2622,5.2,2.854,19.2,0.4207268993851937,0.0015561430875209,-0.738,0.3088007679982249,0.3433333333329453
2623,5.2,2.8600000000000003,12.0,0.3495653501005093,0.0014018260670903,-0.727,0.2412412935655869,0.2633333333336243
2624,3.2,2.518,6.0,0.5679656469583426,0.0,-1.768,0.3846377130112539,0.0099999999999909
2625,3.2,2.1740000000000004,9.2,0.5062530614866185,0.0001395774476151,-0.656,0.41463323434045,0.0200000000002091
2626,7.2,2.162,16.4,0.4952005658005344,2.9315674385898423e-05,-0.475,0.4212251844914119,0.0099999999999909
2627,5.2,2.8600000000000003,15.6,0.3934093663589117,0.0014714647294963,-0.726,0.2841099702571301,0.3133333333338062
2631,6.4,2.362,18.0,1.5181989749327303e-05,0.081174185502984,-0.247,1.859406408300829e-05,0.3933333333334303
2632,9.0,2.336,23.8,0.0,0.0,-1.752,0.0,0.7200000000000273
2633,12.0,2.273333333333333,33.333333333333336,0.0,0.4439503801730262,-0.725,0.0,0.663333333333109
2635,8.4,2.85,20.4,7.590994874663652e-06,0.1233363918957828,-1.179,1.5181989749327302e-05,0.3833333333335152
2639,6.4,2.224,29.6,0.0,0.0173032405525468,-0.827,0.0,0.7699999999999818
2642,5.0,2.4160000000000004,16.6,0.0,0.0,-2.028,0.0,0.75
2643,12.0,2.123333333333333,39.333333333333336,0.0,0.4441227310753842,-0.468,0.0,0.7633333333334728
2644,7.6,2.282,20.8,1.5181989749327303e-05,0.1101978143228077,-0.491,1.859406408300829e-05,0.4766666666666121
2645,13.6,2.264,31.6,7.590994874663652e-06,0.0924935037439686,-0.421,1.5181989749327302e-05,0.9899999999997816
2647,5.4,2.404,24.2,2.14673538746213e-05,1.0764913455350807e-05,-1.772,4.29347077492426e-05,0.7100000000000364
2656,11.6,2.242,28.0,7.590994874663652e-06,0.0182927583775378,-0.499,1.5181989749327302e-05,0.8933333333334303
