,average_valence_number,average_electronegativity,average_atomic_number,mean wt CN_1,std_dev L-shaped CN_2,HF,std_dev wt CN_1,Barrier_energy
942,3.4285714285714284,1.7899999999999998,24.857142857142858,0.0,0.0,-0.156,0.0,0.013333333333018
944,5.333333333333333,2.58,15.333333333333334,0.0,0.3971514384521791,-1.574,0.0,0.556666666666691
948,11.714285714285714,2.1685714285714286,29.714285714285715,0.0,1.712409340345861e-05,-0.484,0.0,0.8000000000001819
950,14.428571428571429,2.505714285714286,32.42857142857143,0.198078659256801,0.1959116849948347,-0.348,0.3324169409334137,0.900000000000091
951,5.333333333333333,2.51,21.33333333333333,0.0,0.0,-1.885,0.0,0.75
953,7.666666666666667,2.5500000000000003,20.33333333333333,0.0,0.4317044345169815,-0.455,0.0,0.9699999999998
954,11.0,2.54,26.33333333333333,0.0,0.3839446031520815,-0.46,0.0,0.5200000000001334
955,11.0,2.39,32.333333333333336,0.0,0.2976069722832951,-0.428,0.0,0.2466666666665939
959,5.333333333333333,2.6533333333333338,15.333333333333334,0.0,0.4594979105070882,-3.012,0.0,0.9066666666666
960,6.428571428571429,2.138571428571429,19.857142857142858,0.0,0.0,-0.494,0.0,0.349999999999909
965,6.0,2.7433333333333336,16.0,0.0,0.4713412433152996,-1.814,0.0,0.9899999999997816
966,5.333333333333333,2.606666666666667,21.33333333333333,0.0,0.0,-3.178,0.0,0.4166666666666667
975,13.428571428571429,2.275714285714286,31.428571428571427,0.0,4.601396153763914e-05,-0.226,0.0,0.3400000000001455
978,7.333333333333333,2.6733333333333333,26.0,0.0035360752668415,0.0018433054318209,-0.627,0.0025003827999697,0.5299999999997453
981,10.666666666666666,2.6633333333333336,32.0,0.0027818284502134,0.0016128283230374,-0.613,0.0019670497612435,0.6799999999998363
983,10.666666666666666,2.513333333333333,38.0,0.0045590243398047,0.0018017441616056,-0.594,0.0032237170262704,0.9500000000002728
985,7.0,2.646666666666667,25.666666666666668,0.0,0.4099422651453728,-0.398,0.0,1.0
994,5.333333333333333,2.32,24.0,0.0,0.0,-2.157,0.0,0.2466666666665939
998,8.666666666666666,2.356666666666667,24.0,0.0,0.0,-1.865,0.0,0.376666666666703
999,8.666666666666666,2.2066666666666666,30.0,0.0,0.2670766384069035,-1.621,0.0,0.5033333333334061
1002,9.5,2.4458333333333333,40.833333333333336,0.0022584817887285,0.0040674884189929,-0.374,0.0011014952390503,0.4300000000005942
1003,9.833333333333334,2.349166666666666,24.5,0.0010908679139263,0.0022409380317287,-0.256,0.0013363109097841,1.0
1008,13.727272727272728,2.5890909090909093,36.63636363636363,0.0,0.2048557905136844,-0.978,0.0,0.6999999999998181
1010,9.333333333333334,2.296666666666667,30.666666666666668,0.0,0.3790069184759919,-0.75,0.0,0.9700000000002548
1017,7.333333333333333,3.1,14.666666666666666,0.0,0.38026054831836,-1.454,0.0,0.0799999999999272
1018,7.333333333333333,2.813333333333333,17.333333333333332,0.0,0.2269548501127919,-1.056,0.0,0.0900000000001455
1022,14.0,2.2133333333333334,44.0,0.0,0.3900247852391225,-0.18,0.0,0.2333333333331211
1023,5.0,1.63,20.33333333333333,1.265165812443942e-05,7.309751764488505e-06,-0.468,1.7892146506089982e-05,0.4599999999998848
1024,5.0,1.6833333333333336,15.0,6.572021202341182e-05,4.3255410410366406e-06,-0.568,9.294241516554436e-05,0.2766666666667182
1026,5.0,1.95,15.0,0.0393085380509716,0.0001813644387122,0.011,0.0277953338143714,0.2099999999999605
1027,5.0,1.6666666666666667,17.666666666666668,0.0001011676918402,5.448684418362807e-06,-0.446,0.0001430727218744,0.5066666666665848
1028,8.333333333333334,1.62,29.666666666666668,0.0,2.90965847065035e-06,-0.106,0.0,0.4133333333332605
1029,5.0,1.5766666666666669,26.33333333333333,1.265165812443942e-05,0.0,-0.378,1.7892146506089982e-05,0.3333333333332575
1030,6.333333333333333,3.026666666666667,13.666666666666666,0.0,0.325235792212227,-2.316,0.0,0.0799999999999272
1036,9.333333333333334,2.263333333333333,24.666666666666668,0.0006635578633965,0.0131752120139178,-0.493,0.0008626577989884,0.3999999999996362
1037,2.6666666666666665,1.43,27.33333333333333,1.265165812443942e-05,1.682050290313163e-06,-0.623,1.7892146506089982e-05,0.1033333333332393
1039,6.0,1.2733333333333334,39.333333333333336,7.155784624873766e-05,2.189801076620321e-05,-0.979,5.059903832958675e-05,0.6566666666666757
1042,6.0,1.7666666666666666,21.33333333333333,0.0001264710080891,0.0661346331746805,-0.712,0.0001251805753683,0.3866666666666181
1044,9.333333333333334,1.81,22.0,6.108223937324767e-05,5.407133048526913e-06,-0.625,3.2706891823496774e-05,0.6400000000000242
1046,10.0,2.1733333333333333,42.0,0.0021372646629944,0.0001854294348189,-0.21,0.0030225486727875,0.8733333333334485
1047,8.666666666666666,3.0766666666666667,16.0,0.0,0.3262639776322452,-2.229,0.0,0.0900000000001455
1055,8.666666666666666,2.53,33.333333333333336,0.0,0.0,-2.926,0.0,0.6999999999999696
1056,15.0,2.115,42.0,0.0,0.0,0.039,0.0,0.4890000000000706
1057,8.666666666666666,3.0666666666666664,22.0,0.0,0.2528363321061911,-2.035,0.0,0.099999999999909
1058,8.666666666666666,2.78,24.666666666666668,0.0,0.1034538231771285,-1.404,0.0,0.0900000000001455
1059,14.0,2.6,66.0,0.0,0.0,0.051,0.0,0.5200000000001334
1060,12.0,2.77,30.666666666666668,0.0073362667060899,0.1893870301366047,-1.426,0.0036316436824314,0.403333333333497
1061,4.0,2.54,6.0,0.0,0.0,-1.292,0.0,0.1376666666666703
1063,7.333333333333333,2.92,34.0,0.0,0.2108057865436231,-0.92,0.0,0.520000000000285
1064,7.333333333333333,2.92,34.0,0.0152930649563843,0.004547977396986,-0.877,0.0108138299357857,0.8800000000001091
1066,10.0,2.295,24.0,0.0,0.0,-0.224,0.0,0.5679999999999836
1067,15.0,2.28,33.0,0.0,0.0,-0.19,0.0,0.7760000000000294
1068,15.0,2.055,42.0,0.0,0.0,-0.006,0.0,0.6333333333332879
1069,5.333333333333333,2.973333333333333,10.0,0.3883038720299458,6.131887873831537e-06,-1.977,0.4377427517088914,0.1300000000002607
1070,14.0,2.275,57.0,0.0,0.0,-0.089,0.0,0.3599999999999757
1071,14.0,2.05,66.0,0.0,0.0,-0.038,0.0,0.5299999999998969
1072,5.333333333333333,2.853333333333333,12.666666666666666,0.0,0.3829662567834523,-2.297,0.0,0.1300000000001091
1073,5.333333333333333,2.783333333333333,18.666666666666668,0.0,0.0,-2.566,0.0,0.3200000000001637
1074,7.666666666666667,2.8233333333333337,17.666666666666668,0.0,0.2354521092743479,-0.965,0.0,0.0900000000001455
1076,11.0,2.813333333333333,23.666666666666668,0.0,0.1882613758894398,-0.944,0.0,0.0900000000001455
1077,10.0,2.27,33.0,0.0,0.0,-0.34,0.0,0.8769999999999527
1079,7.333333333333333,3.233333333333333,20.666666666666668,0.0,0.3471284392514415,-1.125,0.0,0.0799999999999272
1081,5.333333333333333,2.9266666666666663,12.666666666666666,0.0,0.2355209858550463,-3.807,0.0,0.099999999999909
1082,8.666666666666666,3.1533333333333338,32.666666666666664,0.0,0.2382425297872822,-1.231,0.0,0.1100000000001273
1084,7.666666666666667,2.92,23.666666666666668,0.0,0.2262933508092276,-0.843,0.0,0.0900000000001455
1085,11.0,2.91,29.666666666666668,0.0,0.1810299428297136,-0.873,0.0,0.0900000000001455
1086,11.0,2.936666666666667,40.333333333333336,0.0,0.1583401586560396,-0.85,0.0,0.0900000000001455
1087,7.333333333333333,2.9466666666666668,23.33333333333333,0.0105158058304649,0.0039189245948193,-1.1,0.0074357976123628,0.9099999999998544
1088,7.333333333333333,2.9466666666666668,23.33333333333333,0.0,0.2182806989414873,-1.061,0.0,0.0900000000001455
1089,7.333333333333333,2.9466666666666668,23.33333333333333,0.0218523324099702,0.3103137074517349,-1.005,0.0308501884241467,0.3400000000001455
1090,10.666666666666666,2.936666666666667,29.33333333333333,0.0178894194084702,0.0027355567515969,-1.058,0.0126497297752195,0.8999999999996362
1091,10.666666666666666,2.936666666666667,29.33333333333333,0.0,0.0,-1.055,0.0,0.6700000000000728
1092,10.666666666666666,2.936666666666667,29.33333333333333,0.0,0.1560892954543029,-0.984,0.0,0.0900000000001455
1094,9.333333333333334,2.87,25.33333333333333,0.0705678020651248,0.3946441949574419,-1.178,0.0997983116592278,0.75
1095,5.333333333333333,2.64,15.333333333333334,0.0,0.0487815003061022,-2.839,0.0,0.0900000000001455
1097,5.666666666666667,2.6300000000000003,21.666666666666668,0.0,0.0868527564803461,-2.503,0.0,0.0799999999999272
1098,8.666666666666666,2.6300000000000003,21.33333333333333,0.0,0.0254746476903135,-2.691,0.0,0.3833333333330604
1099,9.0,2.69,21.666666666666668,0.0,0.0694510852047567,-2.109,0.0,0.1399999999998726
1101,9.0,2.62,27.666666666666668,0.0,0.0561654231358502,-2.338,0.0,0.1099999999996725
1102,4.5,2.095,14.5,0.0,0.0,-0.886,0.0,0.7966666666666242
1104,4.5,2.095,14.5,0.0,7.95827607806554e-10,-0.845,0.0,0.9199999999998454
1105,9.5,2.08,23.5,0.0,0.0,-0.717,0.0,0.959999999999809
1112,4.666666666666667,1.6133333333333333,20.0,1.265165812443942e-05,7.821003460343952e-06,-0.428,1.7892146506089982e-05,0.4633333333334424
1113,4.666666666666667,1.6666666666666667,14.666666666666666,0.0,5.060988078212807e-06,-0.535,0.0,0.3033333333333606
1115,15.0,2.1,58.0,0.205483628832711,0.0068694950829862,0.072,0.205483628832711,0.9566666666666302
1116,8.0,1.62,26.666666666666668,0.0,9.214607397523578e-07,-0.151,0.0,0.7000000000000455
1117,4.666666666666667,1.65,17.333333333333332,0.0001858010771494,0.0,-0.421,0.0002627624032083,0.4566666666667061
1118,15.0,2.115,42.0,0.0,0.1754363183690417,0.088,0.0,0.4499999999998939
1119,12.583333333333334,2.375833333333333,35.083333333333336,0.0711983436966683,0.0006223974121181,-0.689,0.0714200869719277,0.8699999999998909
1122,14.0,2.1100000000000003,57.0,0.0319702546094629,5.694485495817692e-07,0.044,0.0,0.4483333333332666
1123,11.0,2.1333333333333333,26.33333333333333,0.0905322997337941,0.0,-0.398,0.1280320061163578,0.6499999999998636
1125,14.0,2.75,57.0,0.0,0.1923114546235371,-0.159,0.0,0.6999999999999696
1129,9.0,2.85,48.0,0.0,0.3783604935412109,-0.237,0.0,0.8599999999996726
1130,9.0,2.85,48.0,0.0,0.2244137662726607,-0.2,0.0,0.9800000000000182
1133,15.333333333333334,2.19,45.333333333333336,0.3928204765021264,0.000829818101234,-0.444,0.4348494497573872,0.6966666666665636
1135,7.666666666666667,2.0966666666666667,20.33333333333333,0.0512146173337162,0.0,-0.422,0.0724284064250897,0.6699999999998454
1137,12.583333333333334,2.4258333333333333,43.083333333333336,0.1232351603605175,0.0006380245652493,-0.606,0.1233609972320543,0.8699999999998909
1138,14.0,2.6,66.0,0.0,0.4747896110784109,-0.098,0.0,0.7066666666667819
1141,8.5,2.99,43.5,0.0,0.0353531114116917,-0.01,0.0,0.1100000000001273
1143,8.5,2.56,47.5,0.0,0.0228395652674967,-0.091,0.0,0.830000000000382
1148,11.0,2.123333333333333,32.333333333333336,0.0793274790047165,0.0,-0.367,0.112185996677337,0.6899999999998272
1152,13.5,2.3200000000000003,65.5,0.0,0.0187932974086977,-0.105,0.0,0.9633333333331392
1153,8.0,1.9733333333333332,29.33333333333333,0.0,0.0,-1.092,0.0,0.1233333333332211
1154,13.5,2.3200000000000003,65.5,0.2349404297898305,0.0,0.034,0.2349404297898305,0.256666666666509
1158,6.666666666666667,1.9366666666666668,30.666666666666668,0.0,0.0,-1.207,0.0,0.7100000000000364
1159,2.6666666666666665,2.1533333333333333,9.333333333333334,0.5588476805741994,2.0572335259109048e-14,-1.356,0.3236184163600616,0.0599999999999454
1160,2.6666666666666665,2.1533333333333333,9.333333333333334,0.525724356532277,0.0003080848839874,-1.329,0.4047441201471773,0.0199999999999818
1161,2.6666666666666665,1.8666666666666665,12.0,0.4892450321082086,0.0002997961931043,-0.766,0.4084741708057297,0.0266666666666424
1162,6.0,1.856666666666667,18.0,0.4798969168670871,0.0001835274238392,-0.668,0.4092179281635401,0.0233333333333121
1163,6.0,1.7066666666666668,24.0,0.4430430231854206,0.0005850601486845,-0.477,0.4160529644746745,0.0133333333333212
1164,2.6666666666666665,2.2066666666666666,4.0,0.4695791697940456,0.0,-1.584,0.4105088555530875,0.0099999999999909
1165,6.0,2.4566666666666666,27.33333333333333,2.2140401717768986e-05,0.0251887446357366,-0.912,1.871205471317101e-05,0.4499999999998181
1166,2.6666666666666665,1.92,6.666666666666667,0.4107435539341697,5.26879187740556e-05,-0.778,0.4273076022171514,0.0099999999999909
1167,6.0,1.91,12.666666666666666,0.4009483930986435,2.1041025521258392e-08,-0.635,0.4316092473041242,0.0099999999999909
1168,2.6666666666666665,2.19,6.666666666666667,0.5305960679485343,1.793068786330257e-14,-1.365,0.3568859672644081,0.0366666666668606
1170,2.6666666666666665,2.19,6.666666666666667,0.5038486422213111,8.389158162769288e-05,-1.364,0.4045026807252108,0.0099999999999909
1171,2.6666666666666665,1.903333333333333,9.333333333333334,0.4578310306171348,0.0,-0.709,0.4125695831867146,0.0099999999999909
1173,6.0,1.893333333333333,15.333333333333334,0.4463195107192363,0.0001046595795543,-0.593,0.415246741739789,0.0099999999999909
1174,6.0,1.7433333333333334,21.33333333333333,0.4007936917878094,0.0001114642564118,-0.382,0.4316803928212473,0.0099999999999909
1188,9.0,1.875,45.0,0.6390969711713745,0.0,-1.762,0.343078257514339,0.4199999999999211
1189,14.0,2.43,32.0,0.0,8.171470385400241e-09,-0.281,0.0,0.7600000000002183
1190,15.333333333333334,2.33,45.333333333333336,0.0,0.4374741664045246,-0.506,0.0,0.8466666666665029
1191,14.0,2.43,32.0,0.0,0.0,-0.274,0.0,0.9200000000000728
1195,15.0,2.385,33.0,0.7369298841920259,0.0096630387729557,-0.56,0.0725706977544033,0.8033333333332848
1197,15.5,2.485,33.5,0.7836098681240619,0.0,-0.396,0.2163901318759381,0.8933333333332788
1198,10.666666666666666,2.48,48.66666666666666,0.0019667153972064,0.0,-0.226,0.0008260258797223,0.6299999999996544
1202,14.5,2.48,57.5,0.0006298530020247,1.44856899514048e-05,-0.437,7.244977057634794e-05,0.4033333333331939
1209,9.0,1.89,27.0,0.0,0.0,-1.647,0.0,0.7666666666666515
1210,9.0,1.97,19.0,0.0001073367693731,5.884159626322468e-11,-1.545,0.0,0.6399999999999485
1213,8.666666666666666,2.4133333333333336,27.33333333333333,0.0,0.2479836933929908,-1.18,0.0,0.5433333333333698
1216,13.5,2.58,40.5,0.0,0.0,-0.247,0.0,0.8799999999998818
1218,13.5,2.62,56.5,0.0,0.0,-0.228,0.0,0.8199999999999363
1219,9.0,1.89,36.0,0.5896831653096194,0.0,-1.723,0.2895412656658258,0.5599999999999454
1228,10.0,2.16,28.0,0.0,0.0,-1.116,0.0,0.7699999999999818
1230,8.666666666666666,2.44,33.333333333333336,0.0088800073400941,0.0,-2.72,0.0062791134071668,0.6466666666663817
1232,15.0,2.5,58.0,0.0001073367693731,0.0655526369489861,-0.812,0.0,0.6566666666666
1237,10.5,2.145,37.5,0.0,0.0,-1.039,0.0,0.349999999999909
1240,14.333333333333334,2.3466666666666667,61.0,0.0,0.4393066371115768,-0.335,0.0,0.9866666666666788
1242,10.666666666666666,2.5066666666666664,38.0,0.0028272608086699,0.0,-0.387,0.0011516233054186,0.6199999999998909
1245,14.0,2.4966666666666666,44.0,0.0010501012898129,1.607664531641501e-05,-0.401,0.0007425337429594,0.650000000000091
1248,14.0,2.3466666666666667,50.0,0.0,0.0003095083856369,-0.413,0.0,0.9500000000002728
1250,13.666666666666666,2.47,43.66666666666666,0.0,0.432745235066191,-0.098,0.0,0.4066666666669031
1254,12.0,2.19,36.0,0.0,0.4533611557973468,-1.543,0.0,0.7966666666666242
1255,12.0,2.04,42.0,0.0,0.4523020176777094,-1.261,0.0,0.8600000000001273
1256,12.0,2.04,42.0,0.0,0.0,-1.232,0.0,0.5500000000000304
1260,9.0,2.53,23.0,0.0,0.3052159487378618,-0.451,0.0,0.9800000000000182
1261,12.0,2.143333333333333,42.0,0.0,1.5195886891904727e-05,-1.686,0.0,0.0
1263,10.5,2.585,24.5,0.8149578025129646,0.0,-0.571,0.1850421974870354,0.910000000000082
1266,9.5,2.58,48.5,0.0007076618191878,1.891920216545472e-05,-0.525,0.0001502585877393,0.5799999999997757
1267,7.666666666666667,2.0866666666666664,26.33333333333333,0.0444896837794065,0.0,-0.349,0.062917914186527,0.6800000000000637
1275,4.333333333333333,1.5200000000000002,19.666666666666668,1.265165812443942e-05,0.0,-0.391,1.7892146506089982e-05,0.4199999999999211
1276,4.0,1.99,18.0,0.5989365894084021,0.0,-1.917,0.2663531879837928,0.8700000000000424
1279,5.333333333333333,1.64,20.666666666666668,1.265165812443942e-05,0.0,-0.404,1.7892146506089982e-05,0.470000000000103
1280,2.6666666666666665,1.6933333333333334,21.33333333333333,0.0013266956544461,0.0007446399759651,-0.954,0.0018225545481409,0.0633333333332757
1281,2.6666666666666665,1.6933333333333334,21.33333333333333,0.0411376704204711,0.028919814210771,-0.913,0.0402476618167699,0.0399999999999636
1282,14.0,2.47,54.66666666666666,0.000799079674268,1.694966717196115e-05,-0.211,0.0005650346563832,0.7399999999997817
1284,4.333333333333333,1.5733333333333337,14.333333333333334,1.265165812443942e-05,2.6358935572863084e-06,-0.513,1.7892146506089982e-05,0.3399999999999181
1288,6.666666666666667,1.8666666666666665,33.333333333333336,0.042595107322298,0.0012393536873192,-0.802,0.0489434968355831,0.6499999999998636
1289,10.0,1.706666666666667,45.333333333333336,0.0001818982097972,1.3107879590534023e-06,-0.625,0.0002572429152666,0.2166666666666969
1290,8.5,2.68,31.5,0.0,0.0,-0.346,0.0,0.8400000000001455
1291,8.5,2.72,47.5,1.897748718665913e-05,1.8186705664917035e-05,-0.338,1.897748718665913e-05,0.7400000000002365
1292,4.333333333333333,1.5566666666666666,17.0,1.265165812443942e-05,3.838672596603199e-06,-0.387,1.7892146506089982e-05,0.4333333333332423
1295,9.666666666666666,2.2266666666666666,25.0,2.530331624887884e-05,1.7442120750300157e-05,-0.52,1.7892146506089982e-05,0.599999999999909
1297,8.666666666666666,2.396666666666667,27.33333333333333,0.0,0.0,-0.805,0.0,0.7999999999997272
1298,5.333333333333333,1.6766666666666663,18.0,0.000141364909817,7.186604281986289e-06,-0.375,0.0001999201727069,0.4266666666666576
1299,6.666666666666667,1.8500000000000003,36.0,7.155784624873766e-05,0.4079150936302244,-0.677,5.059903832958675e-05,0.7799999999999727
1301,5.0,2.26,19.0,0.0,1.887739455416526e-08,-1.393,0.0,0.75
1302,5.5,2.53,15.5,0.8161747715271557,0.0,-0.681,0.1838252284728443,0.900000000000091
1303,9.333333333333334,2.046666666666667,41.333333333333336,0.0914397327730073,0.0156057136015829,-0.235,0.1281020275524454,0.3333333333334849
1304,10.0,2.6,49.0,0.7440037270131931,0.0,-1.003,0.0342839748371071,0.9066666666668274
1307,5.333333333333333,1.586666666666667,26.666666666666668,0.0,0.0,-0.408,0.0,0.349999999999909
1311,10.666666666666666,2.063333333333333,48.66666666666666,1.265165812443942e-05,0.1549832264230654,0.026,1.7892146506089982e-05,0.3700000000000424
1312,10.666666666666666,2.4433333333333334,32.0,0.0,0.3132333471026471,-0.229,0.0,0.8400000000001455
1313,4.666666666666667,1.9366666666666668,23.33333333333333,0.0,0.0,-1.193,0.0,0.25
1315,5.5,2.245,28.5,0.0,0.0,-1.327,0.0,0.6999999999998181
1316,5.5,2.245,28.5,0.0,0.0,-1.271,0.0,0.4400000000000545
1318,8.0,2.93,18.0,0.0001073367693731,0.0,-1.185,0.0,0.0400000000004183
1319,7.5,2.23,21.5,0.0,0.0,-0.44,0.0,0.1600000000000818
1320,7.5,2.23,21.5,0.0091912317716412,0.0,-0.419,0.0,0.1899999999998272
1324,12.5,2.215,30.5,0.0,0.0,-0.266,0.0,0.9400000000000546
1325,12.5,2.215,30.5,0.0,0.0,-0.225,0.0,0.3599999999998999
1330,12.5,1.99,39.5,0.0,0.0,-0.027,0.0,0.4133333333332605
1336,11.666666666666666,2.2566666666666664,27.0,0.0002998211362237,0.3337699457491891,-0.224,0.0002957608040513,0.9533333333335272
1340,10.333333333333334,2.223333333333333,25.666666666666668,0.0113461329712779,0.0012925574494553,-0.256,0.0059294117493744,0.7600000000002183
1341,10.333333333333334,2.3200000000000003,31.666666666666668,0.1753668355750299,0.0367946356649927,-0.343,0.1321243972164374,0.7399999999997817
1342,6.0,2.12,20.0,0.0,0.0,-0.44,0.0,0.4200000000000727
1346,10.333333333333334,2.3466666666666667,42.333333333333336,0.140814742374129,0.008896041094825,-0.4,0.0999746794508562,0.7399999999997817
1348,11.666666666666666,2.24,33.0,0.0008110241138822,0.3447196406030872,-0.216,0.0006439075249799,0.716666666666697
1349,11.666666666666666,2.2100000000000004,27.0,0.0004273383787928,0.3722865916898176,-0.266,0.0003502520493409,0.9299999999998364
1352,14.0,2.06,54.66666666666666,0.0317247389367757,0.190783205001657,0.017,0.0445120702519268,0.5133333333336244
1354,14.666666666666666,2.6833333333333336,49.333333333333336,0.4069895791494908,0.0042617556206272,-0.182,0.3715755095074753,0.4899999999997817
1355,14.666666666666666,2.5333333333333337,55.333333333333336,0.3212185326686451,0.0225114734210454,-0.251,0.4395125576276102,0.5266666666669456
1357,14.0,2.28,41.0,0.0,0.0,-0.166,0.0,0.8900000000001759
1358,11.333333333333334,2.75,43.333333333333336,0.4659675122637183,0.0043875778900286,-0.255,0.3897123438609245,0.5866666666667394
1359,8.5,2.67,18.5,0.0,0.0268030997675391,-0.457,0.0,0.099999999999909
1360,11.333333333333334,2.6,49.333333333333336,0.3778516966729929,0.0030683456250673,-0.319,0.4425140327364841,0.8166666666672123
1362,8.5,2.24,22.5,0.0119530567845723,0.0,-0.101,0.0001918717842412,0.1666666666667424
1363,8.5,2.24,22.5,0.0,0.0136851820337105,-0.086,0.0,0.8099999999999454
1364,8.0,3.3200000000000003,32.0,0.2367349060019511,0.0479112437141944,-0.509,0.2707967928911768,0.089999999999236
1366,14.666666666666666,2.583333333333333,55.333333333333336,0.3189370004170668,0.0043065554221049,-0.09,0.3999131256035164,0.2699999999998302
1367,14.666666666666666,2.4333333333333336,61.333333333333336,0.255966950306483,0.09560769046604,-0.16,0.3613921721245875,0.4733333333330544
1368,13.5,2.225,31.5,0.0,0.0,-0.086,0.0,0.2833333333336061
1369,13.5,2.225,31.5,0.0,3.060060078839623e-15,-0.081,0.0,0.7466666666664423
1372,13.5,2.225,31.5,0.2421483583918601,0.0,0.017,0.2421487038833543,0.1399999999998726
1374,6.5,1.4249999999999998,33.5,0.0,0.0,0.005,0.0,0.2766666666665666
1375,13.5,2.0,40.5,0.0,1.4086125532611689e-15,-0.089,0.0,0.9199999999997696
1376,13.5,2.0,40.5,0.0,0.0,-0.063,0.0,0.4466666666667152
1377,10.666666666666666,2.76,23.33333333333333,0.005515791339131,0.0141805169836528,-0.588,0.0007111335440239,0.7199999999993452
1379,13.5,2.0,40.5,0.3810242901418018,0.0,0.092,0.3810242901418018,0.4200000000000727
1381,14.666666666666666,2.47,32.666666666666664,0.0814322672752144,0.3117370225766213,-0.261,0.0542723762844988,0.3200000000000121
1382,14.666666666666666,2.32,38.66666666666666,0.1103544606320785,0.3531500590632492,-0.25,0.0612208765655366,0.3499999999997574
1384,10.5,2.995,20.5,0.8872829534151263,0.0,-1.467,0.1127170465848736,0.0899999999999181
1391,14.666666666666666,2.606666666666667,44.66666666666666,0.0341108764182002,0.1712022746646197,-0.246,0.0361485944554952,0.9600000000000364
1396,11.0,2.4833333333333334,26.33333333333333,0.0313542070487065,0.0002580628601814,-0.288,0.0439875435642649,0.9199999999991632
1397,6.5,3.0700000000000003,25.5,0.0,8.702598165483045e-10,-1.452,0.0,0.0499999999997271
1399,4.0,2.455,10.0,0.6724685012014977,0.0,-2.741,0.2333978344633281,0.133333333333212
1405,7.5,3.09,42.5,0.9231573909845794,0.0,-0.94,0.0768426090154205,0.7300000000000182
1409,8.5,3.09,27.5,0.0,6.186909374502795e-09,-0.91,0.0,0.9700000000002548
1411,8.5,3.13,43.5,0.0,0.0,-0.872,0.0,0.1599999999998544
1417,12.0,2.356666666666667,33.333333333333336,0.472931113786051,0.0009703951980773,-0.707,0.4100391638226696,0.740000000000388
1424,12.0,2.3466666666666667,39.333333333333336,0.4616752228864865,0.0024356632872654,-0.699,0.4102855778755108,0.3566666666665696
1425,5.5,2.94,11.5,0.8885360893688933,0.0,-1.767,0.1114639106311067,0.0900000000001455
1426,7.666666666666667,2.5500000000000003,20.33333333333333,0.0487504820553813,0.0017244731523356,-0.388,0.0374031275450363,0.9800000000004728
1438,8.0,3.106666666666667,15.333333333333334,0.1308819654481798,0.0199285954100346,-0.915,0.1443204644058245,0.0799999999999272
1439,8.0,2.8200000000000003,18.0,0.1796939496661329,0.1261533412917847,-0.832,0.1086152613421441,0.060000000000097
1441,14.666666666666666,2.37,38.66666666666666,0.0563623759153988,0.2185960173782162,-0.148,0.0337471397646221,0.4299999999996847
1442,14.666666666666666,2.22,44.66666666666666,0.0672930109909747,0.2926665092560728,-0.14,0.0268183842165567,0.4100000000001576
1443,9.333333333333334,1.606666666666667,33.333333333333336,0.0,0.0281180524345715,-0.553,0.0,0.996666666666594
1445,7.0,2.205,21.0,0.0,0.0,-0.496,0.0,0.1800000000000636
1447,5.333333333333333,2.783333333333333,18.666666666666668,6.32582906221971e-06,0.3297080700835749,-2.585,1.4144983797167018e-05,0.089999999999236
1448,12.0,2.19,30.0,0.0,0.0,-0.261,0.0,0.8400000000001455
1449,12.0,2.19,30.0,3.795497437331826e-05,2.5075699434368685e-08,-0.202,0.0,0.6100000000001273
1451,12.0,1.965,39.0,0.0,0.0,-0.011,0.0,0.7200000000000273
1455,8.333333333333334,2.26,21.0,0.0006262183367467,0.3525313041272569,-0.194,0.0006823414390824,0.7699999999999818
1461,9.5,2.1950000000000003,23.5,0.0,0.0,-0.664,0.0,0.6699999999999212
1463,9.5,2.1950000000000003,23.5,0.0,6.780679481441232e-10,-0.616,0.0,0.8799999999998818
1468,14.5,2.18,32.5,0.0,0.0,-0.601,0.0,0.9600000000000364
1481,7.5,2.105,16.5,0.8058559997329001,0.0,0.082,0.1941440002670998,0.0370000000000345
1485,10.0,2.295,24.0,0.0,0.1192762591088247,-0.23,0.0,0.3800000000001091
1486,7.0,2.2266666666666666,19.666666666666668,0.0403218436449555,0.0251935907558949,-0.387,0.0409579858184774,0.5200000000004366
1492,7.0,2.3233333333333337,25.666666666666668,0.2234398638176543,0.0201179952533718,-0.456,0.1578108045842541,0.553333333333588
1495,7.0,2.35,36.333333333333336,0.179218807581513,0.0330121332350369,-0.558,0.133626709313501,0.7066666666666302
1496,5.5,2.055,14.5,0.0,0.0,0.011,0.0,0.033333333333303
1498,5.0,2.223333333333333,15.0,0.0005907708569298,0.3566891789259419,-0.384,0.0007007009151968,0.9733333333333576
1499,5.5,2.2,23.5,1.897748718665913e-05,1.0607645182642477e-05,-0.03,1.897748718665913e-05,0.7700000000000576
1500,5.5,2.24,39.5,1.897748718665913e-05,1.611203428959674e-05,0.018,1.897748718665913e-05,0.6999999999999696
1503,10.333333333333334,2.276666666666667,37.66666666666666,0.1222558425226649,0.0015900596136946,-0.314,0.0835512001535278,0.740000000000388
1504,2.5,2.05,7.5,0.8222712058513325,0.0,0.005,0.1777287941486675,0.0559999999999263
1505,7.5,2.08,25.5,0.824715079694021,0.0,0.171,0.1752849203059789,0.0579999999999927
1511,9.666666666666666,2.4,25.0,0.0,1.5164714483348432e-05,-0.766,0.0,0.6499999999998636
