,average_valence_number,average_electronegativity,average_atomic_number,Gap,std_dev wt CN_1,HF,mean wt CN_1,Barrier_energy
1356,8.0,2.76,37.333333333333336,1.414,0.3397859134618102,-0.178,0.383135732702153,0.3933333333337335
1358,11.333333333333334,2.75,43.333333333333336,1.453,0.3897123438609245,-0.255,0.4659675122637183,0.8699999999998909
1359,8.5,2.67,18.5,0.001,0.0,-0.457,0.0,0.153333333333497
1360,11.333333333333334,2.6,49.333333333333336,1.36,0.4425140327364841,-0.319,0.3778516966729929,0.9066666666661451
1364,8.0,3.3200000000000003,32.0,1.107,0.2707967928911768,-0.509,0.2367349060019511,0.7599999999993088
1368,13.5,2.225,31.5,0.0,0.0,-0.086,0.0,0.7033333333330726
1370,13.5,2.225,31.5,0.0,0.0,-0.072,0.0,0.873333333333297
1372,13.5,2.225,31.5,0.0,0.2421487038833543,0.017,0.2421483583918601,0.4233333333331757
1373,9.333333333333334,2.0066666666666664,41.333333333333336,1.392,0.0,-0.582,0.0,0.3299999999999272
1374,6.5,1.4249999999999998,33.5,0.0,0.0,0.005,0.0,0.1966666666667151
1376,13.5,2.0,40.5,0.0,0.0,-0.063,0.0,0.6666666666665151
1379,13.5,2.0,40.5,0.0,0.3810242901418018,0.092,0.3810242901418018,0.7499999999998485
1384,10.5,2.995,20.5,0.118,0.1127170465848736,-1.467,0.8872829534151263,0.7400000000000091
1396,11.0,2.4833333333333334,26.33333333333333,0.556,0.0439875435642649,-0.288,0.0313542070487065,0.8433333333332484
1397,6.5,3.0700000000000003,25.5,0.0,0.0,-1.452,0.0,0.5100000000002183
1399,4.0,2.455,10.0,5.59,0.2333978344633281,-2.741,0.6724685012014977,0.1866666666665727
1404,12.333333333333334,2.2,36.333333333333336,0.09,0.0010372535026919,-0.877,0.0014668979711258,0.9199999999997696
1411,8.5,3.13,43.5,0.811,0.0,-0.872,0.0,0.0266666666664908
1417,12.0,2.356666666666667,33.333333333333336,2.102,0.4100391638226696,-0.707,0.472931113786051,0.5766666666671275
1424,12.0,2.3466666666666667,39.333333333333336,2.006,0.4102855778755108,-0.699,0.4616752228864865,0.5599999999997939
1425,5.5,2.94,11.5,0.666,0.1114639106311067,-1.767,0.8885360893688933,0.7100000000000364
1426,7.666666666666667,2.5500000000000003,20.33333333333333,0.681,0.0374031275450363,-0.388,0.0487504820553813,0.8433333333335516
1433,9.0,2.266666666666667,30.33333333333333,0.0,0.0015957520448576,-1.032,0.0022567341840222,0.9666666666671516
1438,8.0,3.106666666666667,15.333333333333334,0.687,0.1443204644058245,-0.915,0.1308819654481798,0.7300000000004729
1439,8.0,2.8200000000000003,18.0,0.985,0.1086152613421441,-0.832,0.1796939496661329,0.4900000000006912
1443,9.333333333333334,1.606666666666667,33.333333333333336,1.412,0.0,-0.553,0.0,0.496666666666897
1446,12.666666666666666,2.8666666666666667,37.333333333333336,2.015,0.1719470213391192,-1.44,0.1215849047937191,0.5533333333332848
1447,5.333333333333333,2.783333333333333,18.666666666666668,1.934,1.4144983797167018e-05,-2.585,6.32582906221971e-06,0.0099999999993087
1448,12.0,2.19,30.0,0.0,0.0,-0.261,0.0,0.6600000000000819
1449,12.0,2.19,30.0,0.0,0.0,-0.202,3.795497437331826e-05,0.5833333333333334
1450,12.0,1.965,39.0,0.0,0.0,-0.063,0.0,0.5899999999999181
1451,12.0,1.965,39.0,0.0,0.0,-0.011,0.0,0.5066666666666606
1459,11.666666666666666,2.1,33.0,1.203,0.0020164333294997,-0.002,0.0016036471849307,0.9966666666672004
1470,14.5,2.18,32.5,1.609,0.0,-0.554,0.0,0.7599999999999909
1477,14.5,1.955,41.5,0.946,0.0,-0.321,0.0,0.6866666666665727
1481,7.5,2.105,16.5,0.92,0.1941440002670998,0.082,0.8058559997329001,0.1739999999999781
1496,5.5,2.055,14.5,0.0,0.0,0.011,0.0,0.0466666666666242
1499,5.5,2.2,23.5,0.0,1.897748718665913e-05,-0.03,1.897748718665913e-05,0.4766666666666879
1500,5.5,2.24,39.5,0.0,1.897748718665913e-05,0.018,1.897748718665913e-05,0.3366666666666636
1504,2.5,2.05,7.5,2.171,0.1777287941486675,0.005,0.8222712058513325,0.2749999999999772
1505,7.5,2.08,25.5,0.236,0.1752849203059789,0.171,0.824715079694021,0.2740000000000009
1520,7.333333333333333,2.54,20.0,1.065,0.0,-0.554,0.0,0.9799999999998666
1521,6.333333333333333,2.466666666666667,19.0,1.524,0.0,-0.938,0.0,0.9933333333334152
1526,6.666666666666667,2.43,19.33333333333333,0.0,1.7892146506089982e-05,-0.707,1.265165812443942e-05,0.6666666666665909
1527,10.0,2.42,25.33333333333333,0.0,1.7892146506089982e-05,-0.667,2.530331624887884e-05,0.7933333333334455
1528,10.0,2.27,31.33333333333333,0.0,0.0,-0.53,0.0,0.8533333333333152
1531,13.0,2.14,43.0,0.654,0.0,-0.341,0.0,0.903333333333194
1532,6.666666666666667,2.99,14.0,0.0,5.059903832958675e-05,-1.909,7.155784624873766e-05,0.9400000000000546
1533,9.0,1.74,36.0,3.709,0.1954310717999475,-1.456,0.465018020578335,0.8840000000000146
1536,13.333333333333334,2.103333333333333,43.333333333333336,0.0,3.2706891823496774e-05,-0.209,8.420950437317709e-05,0.933333333333318
1538,9.333333333333334,2.29,30.666666666666668,0.157,1.7892146506089982e-05,-0.648,2.530331624887884e-05,0.8866666666666939
1541,9.0,1.7950000000000002,32.0,3.592,0.0520635745395907,-1.254,0.3246669320447583,0.982333333333372
1543,13.0,2.066666666666667,37.0,0.0,1.7892146506089982e-05,-0.329,2.530331624887884e-05,0.8700000000000424
1549,16.0,2.355,52.0,0.586,0.2288753292433352,-0.122,0.7711246707566648,0.716666666666697
1558,9.5,2.18,32.5,1.973,0.0,-0.52,0.0,0.9433333333333848
1561,14.5,2.165,41.5,1.63,0.0,-0.5,0.0,0.6066666666667212
1564,14.5,1.94,50.5,1.072,0.0,-0.311,0.0,0.4933333333331878
1569,6.111111111111111,3.2666666666666666,19.22222222222222,0.895,0.2915046286550619,-1.966,0.3761578680973734,0.2566666666668122
1570,2.5,2.2125,5.5,3.781,0.4191397053041108,-0.148,0.5903775722453101,0.0616666666666105
1573,6.5,2.065,20.5,0.0,0.0,-0.354,0.1040880386618278,0.533333333333303
1576,4.75,2.685,10.25,0.092,0.4129471133359159,-1.474,0.3691972044099434,0.4533333333333758
1577,4.75,2.255,14.25,1.115,0.4087898033384197,-0.447,0.3211892449663235,0.9799999999999424
1578,6.5,3.265,12.5,0.0,0.0,-2.247,0.0,0.3166666666664544
1579,7.0,1.485,46.0,0.241,0.0,-0.043,0.0,0.2099999999999985
1580,8.0,2.675,18.0,0.0,0.0,-0.5,0.0,0.1633333333334121
1581,8.0,2.675,18.0,0.0,0.0,-0.417,0.0,0.2999999999997271
1582,8.0,2.245,22.0,0.0,0.0,-0.336,0.0,0.9666666666666212
1585,13.0,2.23,31.0,0.0,0.0,-0.263,0.0,0.5699999999998605
1586,13.0,2.23,31.0,0.0,0.0,-0.245,0.0,0.6333333333332121
1587,13.0,2.23,31.0,0.0,0.0,-0.198,0.0,0.7733333333333879
1588,13.0,2.005,40.0,0.0,0.0,-0.167,0.0,0.6266666666668547
1589,13.0,2.005,40.0,0.0,0.0,-0.14,0.0,0.5466666666664727
1590,13.0,2.005,40.0,0.0,0.0,-0.135,0.0,0.6100000000002789
1591,9.5,2.1875,28.0,1.769,0.0,-0.586,0.0,0.7599999999999151
1597,10.25,3.205,29.25,0.0,4.383018206360632e-05,-0.933,3.6322935936606193e-05,0.1200000000003456
1602,13.0,2.375,40.0,0.0,0.0,-0.164,0.0,0.839999999999994
1603,13.0,2.1500000000000004,49.0,0.0,0.0,-0.244,0.0,0.8133333333332757
1604,13.0,2.415,56.0,0.0,1.897748718665913e-05,-0.167,1.897748718665913e-05,0.7200000000001031
1605,13.0,2.19,65.0,0.0,0.0,-0.333,0.0,0.8966666666666091
1606,13.0,2.19,65.0,0.0,0.0,-0.217,0.0,0.7133333333332909
1607,12.75,2.3225,35.25,0.0,0.0312562164093063,-0.256,0.0180710860565339,0.7233333333333576
1609,7.5,2.43,30.5,0.0,0.0,-0.318,0.0065214860417481,0.6433333333332788
1610,12.5,2.415,39.5,0.0,0.0,-0.279,0.0,0.8833333333334394
1612,7.0,2.99,29.5,0.0,0.0,-0.731,0.0,0.8433333333333243
1613,7.0,3.4000000000000004,25.5,0.0,0.0,-1.468,0.0,0.0333333333334546
1615,12.5,2.19,48.5,0.0,0.0,-0.3,0.0,0.8666666666667121
1618,12.0,2.89,30.5,0.0,0.0,-0.639,0.0,0.9866666666665272
1620,7.0,2.99,21.5,0.0,0.0,-0.798,0.0,0.6466666666665333
1621,7.0,3.4000000000000004,17.5,0.0,0.0,-1.58,0.0,0.0299999999997453
1623,12.0,2.375,39.0,0.0,0.0,-0.227,0.0,0.7733333333331606
1624,11.25,2.7475,25.25,0.77,0.1219133878292532,-1.426,0.1219133878292532,0.8966666666666848
1625,6.25,2.8475,16.25,0.806,0.1444194796970589,-1.647,0.1444194796970589,0.7333333333332727
1626,12.0,2.1500000000000004,48.0,0.0,0.0,-0.091,0.0,0.7233333333332818
1627,6.25,3.2575000000000003,12.25,0.759,0.1493172249610268,-2.707,0.1304052076851684,0.8600000000001273
1636,5.5,2.105,19.5,0.0,0.0,-0.768,0.0,0.9900000000000848
1647,10.5,2.09,28.5,0.0,0.0,-0.524,0.0,0.7233333333334334
1648,4.0,2.2425,11.5,2.002,0.4330127018922193,-0.74,0.25,0.5966666666666546
1658,12.5,2.7,41.0,1.088,0.1493639171314674,-0.121,0.2029492921480316,0.6166666666664847
1659,12.5,2.7,41.0,0.883,0.2795516034669145,-0.113,0.4542961716100892,0.7866666666668607
1660,12.5,2.475,50.0,0.981,0.2201399431356855,-0.158,0.3761159049488446,0.6499999999996362
1667,10.5,1.865,37.5,0.0,0.0,-0.128,0.0,0.6166666666666364
1668,9.5,2.27,36.0,0.136,0.0025064719939112,-0.201,0.0025064719939112,0.8433333333334
1669,7.0,2.345,29.0,0.962,0.4059094452262637,-0.292,0.3004444871416755,0.5399999999999636
1674,7.5,2.705,13.5,2.625,0.0,-0.691,0.0,0.7800000000002001
1677,10.25,2.87,28.75,0.251,0.053135876322678,-0.362,0.0378032813817894,0.9300000000001396
1678,8.5,2.835,31.0,1.644,0.0003511513863005,-2.332,0.0003511513863005,0.9100000000001576
1679,8.75,2.6525,27.25,0.0,0.0005447957357818,-1.586,0.0006916052095526,0.4699999999999515
1680,9.0,1.875,45.0,4.044,0.3984476044710261,-1.782,0.4110259860950039,0.7766666666666424
1683,7.5,2.9850000000000003,15.5,0.452,0.3741538613552656,-0.296,0.3741538613552656,0.930000000000291
1684,9.0,1.89,27.0,4.224,0.3477979096903755,-1.745,0.3762113646511731,0.5566666666666151
1685,9.0,1.97,19.0,4.819,0.2151086034055169,-1.541,0.2628296666748314,0.9566666666666302
1688,12.5,2.54,28.5,0.829,0.2678731609661754,-0.304,0.2678728354886494,0.5733333333331151
1690,12.5,2.315,37.5,0.853,0.2201451275118913,-0.279,0.2203420145815671,0.6833333333332424
1691,5.0,2.755,9.0,3.347,0.0,-0.765,0.0,0.716666666666697
1692,9.0,2.53,23.0,1.296,0.0,-0.394,0.0,0.5100000000002183
1693,6.25,3.05,18.75,0.71,0.1744808940715677,-1.624,0.1309420424460348,0.9933333333334908
1694,4.0,1.99,18.0,4.908,0.367757947140721,-1.939,0.406328918419844,0.3766666666666272
1696,4.0,2.045,14.0,5.021,0.3030752807800981,-1.797,0.3564046554405857,0.5399999999998878
1698,6.0,2.91,18.5,2.754,0.1055966775521503,-2.322,0.0991339978167054,0.8400000000001455
1703,4.0,2.455,10.0,5.677,0.3720375001801824,-2.767,0.4481208110769142,0.2433333333333394
1706,14.0,2.275,57.0,0.672,0.1216617468227347,-0.169,0.1720850612306261,0.7466666666665939
1707,14.0,2.0500000000000003,66.0,0.672,0.1165932554660132,-0.13,0.1648400955151009,0.9733333333330544
1709,11.0,2.6100000000000003,27.0,3.067,4.1641196912245485e-05,-1.908,4.106730773327097e-05,0.9766666666667636
1712,6.0,2.885,26.5,2.367,5.366838468655325e-05,-2.431,5.366838468655325e-05,0.6399999999998727
1714,16.0,2.4633333333333334,40.0,0.446,0.0,0.014,0.0,0.5100000000000667
1716,5.5,2.74,11.0,0.391,0.397414440075967,-1.035,0.2867148576403779,0.2100000000000363
1725,13.5,2.545,56.5,0.58,0.4107368132763387,-0.123,0.363174102761597,0.5899999999998423
1728,13.0,1.96,56.0,0.0,0.0696459605771325,0.046,0.0641379990207341,0.7433333333334909
1733,9.0,1.97,19.0,4.929,0.0100413160109154,-1.542,0.3289172161467935,0.8933333333332788
1735,4.0,2.0700000000000003,10.0,6.097,0.0013648457630373,-1.825,0.18857659982455,0.5866666666664363
1736,4.0,2.0700000000000003,10.0,6.192,0.0,-1.795,0.0,0.4699999999997999
1749,12.0,2.19,30.0,0.0,0.0,-0.19,0.0784346365339006,0.9599999999998848
1750,14.0,2.275,57.0,0.366,0.0535510162252197,-0.205,0.0309493219693955,0.9233333333334788
1751,14.0,2.05,66.0,0.373,0.1053634138128555,-0.159,0.0608491018061808,0.9566666666672368
1753,9.0,1.93,23.0,3.089,0.0,-1.181,0.0413345697951803,0.5866666666667394
1754,6.5,2.065,20.5,0.006,6.738441230161667e-05,-0.428,0.0008190159983456,0.9666666666665454
1756,6.5,2.285,20.5,1.881,0.4330127018922193,-0.437,0.25,0.6466666666667606
1758,11.5,2.27,29.5,1.242,0.4330127018922193,-0.336,0.25,0.3333333333331817
1759,13.0,2.23,31.0,0.0,0.0001134670466904,-0.198,0.0003106276827607,0.6033333333331635
1767,5.75,2.7475,11.25,0.0,0.4161139108609595,-0.834,0.2646875536571067,0.1400000000003274
1773,12.0,2.3375,30.0,0.7,0.3961458260791,-0.17,0.3213060842672797,0.6300000000001091
1778,14.0,2.43,32.0,1.975,0.0269428438334398,-0.286,0.0350880566141738,0.9733333333333576
1780,9.0,1.97,19.0,4.842,0.0514380356881756,-1.514,0.0503177348807164,0.8033333333334364
1783,4.0,2.07,10.0,5.662,0.0849289598917275,-1.775,0.0839192026545288,0.5166666666665757
1787,4.0,2.385,32.0,4.45,0.3257194416779099,-2.692,0.3650508149638921,0.1500000000002425
1788,11.25,2.74,29.75,1.038,0.0824558080449187,-1.66,0.0824558080449187,0.8666666666666364
1789,6.25,2.84,20.75,1.041,0.092699105769902,-1.898,0.092699105769902,0.7800000000000485
1791,4.0,2.4,14.0,5.179,0.3836013434841261,-2.767,0.4409301686729468,0.1266666666670062
1792,4.0,2.48,6.0,6.804,0.3051920354596797,-2.994,0.3890505917704989,0.0833333333330301
1794,4.0,2.4,23.0,4.833,0.3606587378610777,-2.705,0.4106356078192252,0.1233333333329937
1796,6.25,2.815,28.75,0.805,1.897748718665913e-05,-1.903,1.897748718665913e-05,0.5566666666668425
1800,9.0,1.795,32.0,3.451,0.2616132858890446,-1.264,0.2949805820027979,0.9200000000000728
1801,10.5,1.9775,33.0,0.0,0.0002323246312547,-0.394,0.0002287109274752,0.8299999999999272
1806,7.0,2.775,23.5,0.452,0.3420746277816769,-0.503,0.1945131077217239,0.9766666666670668
1819,11.5,1.92,43.0,0.0,0.0,-0.404,0.0,0.8966666666671396
1820,4.5,2.0425,16.5,2.494,0.006123851463437,-0.651,0.0116328612996695,0.8299999999999272
1826,7.0,2.4775,17.5,3.248,0.2106130186361637,-1.681,0.2146436734311363,0.9766666666661572
1837,11.75,2.16,29.75,0.0,0.0043993564849896,-0.277,0.002647306420243,0.6033333333332394
1838,5.5,2.74,11.0,0.106,0.4118909261549353,-0.891,0.3648899933916246,0.5733333333334182
1839,7.0,2.1475,21.0,0.0,0.0521003786916722,-0.454,0.0442837456848765,0.6033333333334667
1844,12.5,1.985,39.5,0.0,0.0,-0.054,0.0,0.6766666666666575
1845,12.0,2.7975,26.0,0.0,0.4999810225128133,-0.479,0.5000189774871866,0.7666666666667273
1846,7.0,2.8975,17.0,0.0,0.4999810225128133,-0.643,0.5000189774871866,0.4800000000000182
1848,7.25,2.155,21.25,0.0,0.0565975478815162,-0.454,0.0488203371744788,0.5700000000000879
1851,5.333333333333333,2.4033333333333333,30.0,5.618,0.0,-2.503,0.0,0.5266666666666424
1852,7.0,2.2475,25.5,0.0,0.1313142336419901,-0.431,0.1001215147755736,0.2433333333334909
1853,12.0,2.0075000000000003,43.5,0.0,3.875403944558492e-05,-0.142,4.581167952993575e-05,0.4466666666667152
1854,6.0,2.085,20.0,0.0,0.0,-0.681,0.0,0.566666666666606
1858,11.75,1.935,38.75,0.0,1.6434986003640483e-05,-0.28,2.846623077998869e-05,0.8633333333333061
1860,9.0,1.945,29.5,0.0,0.0936251712061365,-0.172,0.0812252633125444,0.7399999999999333
1861,12.0,2.0775,34.5,0.0,0.0444113218061669,-0.108,0.0256408885998575,0.5699999999999363
1863,9.333333333333334,2.273333333333333,29.33333333333333,0.0,3.952745361781427e-05,-0.653,5.475641031102796e-05,0.8266666666666728
1867,5.333333333333333,2.44,18.0,5.784,0.0,-2.421,0.0,0.7066666666666302
1868,5.333333333333333,2.44,18.0,4.771,0.0,-2.267,0.0,0.933333333333318
1876,10.333333333333334,2.473333333333333,30.33333333333333,1.849,5.3691730012465386e-05,-0.761,9.91801488226986e-05,0.7666666666667273
1880,14.333333333333334,2.6,32.333333333333336,0.348,0.0,-0.338,0.0,0.9833333333334244
1881,7.666666666666667,2.733333333333333,20.33333333333333,0.168,0.0,-0.613,0.0,0.6733333333333272
1882,7.666666666666667,2.733333333333333,20.33333333333333,0.351,0.0,-0.603,0.0,0.6366666666666182
1892,7.0,2.92,14.333333333333334,0.0,0.0,-0.913,0.0,0.1166666666667879
1897,13.666666666666666,2.026666666666667,43.66666666666666,0.0,0.0,-0.063,0.0,0.4733333333332818
1898,12.0,2.006666666666667,30.0,0.0,0.0,0.04,0.0,0.5063333333333352
1900,6.0,2.8466666666666662,13.333333333333334,0.0,0.0,-1.718,0.0,0.3399999999999181
1901,6.0,2.8466666666666662,13.333333333333334,0.416,0.0,-1.693,0.0,0.8800000000001091
1904,6.0,2.273333333333333,18.666666666666668,0.877,0.0,-0.673,0.0,0.8666666666667879
1905,7.333333333333333,2.273333333333333,30.33333333333333,0.0,0.0,-1.564,0.0,0.9266666666667334
1906,12.666666666666666,2.2533333333333334,30.666666666666668,0.685,0.0,-0.486,0.0,0.8499999999999849
1907,12.666666666666666,1.9533333333333331,42.66666666666666,0.453,0.0,-0.106,0.0,0.7166666666667728
1910,8.333333333333334,2.74,21.0,0.0,0.0,-0.448,0.0,0.7033333333333
1917,14.0,2.583333333333333,32.0,0.0,0.0,-0.464,0.0,0.8033333333333607
1919,14.0,2.583333333333333,32.0,0.263,0.0,-0.383,0.0,0.7866666666667091
1920,7.333333333333333,2.716666666666667,20.0,0.0,0.0,-0.742,0.0,0.4433333333332332
1921,7.333333333333333,2.716666666666667,20.0,0.0,0.0,-0.704,0.0,0.7133333333334425
1922,7.333333333333333,2.716666666666667,20.0,0.351,0.0,-0.674,0.0,0.5233333333333121
1924,8.0,2.8816666666666664,21.0,0.613,1.4144983797167018e-05,-1.106,3.162914531109855e-05,0.6433333333332788
1925,3.333333333333333,2.0766666666666667,9.333333333333334,0.0,0.0,0.162,0.0,0.5383333333332985
1931,6.666666666666667,2.9033333333333338,14.0,0.0,0.0,-1.136,0.0,0.1133333333334576
1932,6.666666666666667,2.9033333333333338,14.0,0.0,0.0,-0.94,0.0,0.1399999999998726
1933,13.333333333333334,2.01,43.333333333333336,0.0,0.0,-0.026,0.0,0.4166666666667424
1934,10.666666666666666,2.3383333333333334,32.0,0.486,0.0947418819102845,-0.768,0.0774900523756611,0.9400000000001304
1936,15.666666666666666,2.376666666666667,45.66666666666666,0.0,0.0,-0.344,0.0,0.5866666666665878
1938,16.0,2.4433333333333334,46.0,1.954,0.0,-0.36,0.0,0.6466666666666091
1939,15.333333333333334,2.44,33.333333333333336,1.782,0.4456430848215336,-0.697,0.3734284960088894,0.7966666666664727
1940,8.666666666666666,2.9633333333333334,16.0,3.641,0.0,-1.57,0.0,0.3100000000000212
1944,8.666666666666666,2.39,21.33333333333333,0.729,0.0,-0.224,0.0,0.7476666666667219
1945,15.333333333333334,2.37,33.333333333333336,0.0,0.0,-0.137,0.0,0.6333333333332879
1946,15.333333333333334,2.07,45.333333333333336,0.0,0.0,0.083,0.0,0.689999999999903
1953,10.166666666666666,2.286666666666666,25.5,0.0,0.0202616003683402,-0.371,0.0136358738350383,0.8433333333330969
1962,15.333333333333334,2.64,50.0,2.007,0.0,-0.512,0.0,0.9833333333333484
1964,8.666666666666666,3.3200000000000003,32.666666666666664,1.728,0.0,-1.543,0.0,0.0400000000001152
1969,10.333333333333334,2.3783333333333334,24.33333333333333,1.893,1.897748718665913e-05,-1.003,1.897748718665913e-05,0.943333333333309
1973,3.6666666666666665,2.2,26.33333333333333,0.0,0.0,0.187,0.0,0.5056666666666464
1976,12.333333333333334,2.475,51.66666666666666,0.085,3.2706891823496774e-05,-0.215,6.108223937324767e-05,0.8233333333331151
1977,3.6666666666666665,1.3866666666666667,27.666666666666668,0.0,0.0,0.009,0.0,0.6223333333333206
1986,5.333333333333333,2.543333333333333,15.333333333333334,5.941,0.0,-1.887,0.0,0.9166666666666666
1987,5.333333333333333,2.543333333333333,15.333333333333334,5.293,0.0,-1.808,0.0,0.7599999999999909
1988,5.333333333333333,3.09,10.0,7.534,0.0,-3.559,0.0,0.1533333333334212
1994,7.0,2.623333333333333,19.666666666666668,1.797,0.0,-1.06,0.0,0.8033333333333607
1997,10.0,2.6975,27.5,0.749,0.1160790087409643,-1.341,0.1160979854525046,0.9466666666665636
2002,6.333333333333333,2.81,13.666666666666666,1.132,0.0,-1.642,0.0,0.7533333333333303
2003,6.333333333333333,2.236666666666667,19.0,0.0,0.0,-0.567,0.0,0.7600000000001425
2004,13.0,2.2166666666666663,31.0,0.0,0.0,-0.469,0.0,0.8366666666668152
2005,13.0,1.9166666666666667,43.0,0.0,0.0,-0.2,0.0,0.7600000000001425
2006,13.0,1.9166666666666667,43.0,0.0,0.0,-0.104,0.0,0.5966666666667303
2008,13.090909090909092,2.454545454545455,36.18181818181818,1.195,0.4121366914853092,-1.164,0.359152590359528,0.4766666666667636
2014,12.666666666666666,2.42,36.66666666666666,1.321,0.0,-0.708,0.0,0.8433333333333243
2017,3.0,1.6466666666666665,27.666666666666668,0.0,5.059903832958675e-05,-0.35,7.155784624873766e-05,0.6486666666666375
2021,5.666666666666667,2.2533333333333334,24.33333333333333,0.0,0.0,-1.052,0.0,0.9199999999999212
2022,12.333333333333334,2.233333333333333,36.333333333333336,0.0,0.0,-0.877,0.0,0.6066666666665697
2023,12.333333333333334,2.233333333333333,36.333333333333336,0.0,0.0,-0.845,0.0,0.6466666666667606
2024,12.333333333333334,1.9333333333333336,48.333333333333336,0.0,0.0,-0.442,0.0,0.5833333333333334
2025,12.333333333333334,1.9333333333333336,48.333333333333336,0.0,0.0,-0.432,0.0,0.6066666666666455
2029,8.0,2.7433333333333336,20.666666666666668,1.219,0.0,-0.641,0.0,0.7100000000001122
2030,8.0,3.29,15.333333333333334,1.549,0.0,-1.738,0.0,0.0266666666667939
2031,4.0,2.103333333333333,10.0,0.0,0.0,0.074,0.0,0.2309999999999945
2034,7.333333333333333,2.93,14.666666666666666,1.281,0.0,-0.709,0.0,0.1066666666666454
2035,7.333333333333333,2.356666666666667,20.0,0.583,0.0,-0.252,0.0,0.7766666666666424
2036,14.0,2.3366666666666664,32.0,0.06,0.0,-0.258,0.0,0.4833333333332727
2037,14.0,2.3366666666666664,32.0,0.0,0.0,-0.078,0.0,0.6633333333334122
2038,14.0,2.036666666666666,44.0,0.0,0.0,-0.174,0.0,0.5199999999999818
2039,14.0,2.036666666666666,44.0,0.0,0.0,-0.076,0.0,0.8600000000000515
2045,7.0,2.4414285714285717,23.285714285714285,0.0,0.087334878483615,-1.983,0.0602150675205496,0.9066666666670548
2055,8.666666666666666,3.0700000000000003,32.666666666666664,1.346,0.0,-0.804,0.0,0.1000000000001364
2063,3.7142857142857135,2.677142857142857,5.142857142857143,2.637,0.3790490766718447,-1.024,0.3221378528220752,0.2199999999996483
2064,8.0,2.84,26.666666666666668,0.463,0.0,-0.35,0.0,0.9166666666667423
2065,3.7142857142857135,2.6700000000000004,6.285714285714286,2.794,0.3509930560907723,-0.978,0.3063563907908246,0.0533333333335879
2068,8.0,3.3866666666666667,21.33333333333333,0.714,0.0,-1.151,0.0,0.0199999999999818
2069,7.333333333333333,3.026666666666667,20.666666666666668,1.379,0.0,-0.399,0.0,0.1333333333334394
2071,7.333333333333333,2.4533333333333336,26.0,1.171,0.0,-0.196,0.0,0.9000000000000151
2072,14.0,2.433333333333333,38.0,0.558,0.0,-0.265,0.0,0.7566666666667364
2073,14.0,2.1333333333333333,50.0,0.0,0.0,-0.263,0.0,0.873333333333297
2074,7.333333333333333,3.053333333333333,31.33333333333333,1.674,0.0,-0.549,0.0,0.1266666666665514
2075,7.333333333333333,2.48,36.66666666666666,1.688,0.0,-0.394,0.0,0.9033333333333454
2076,14.0,2.4599999999999995,48.66666666666666,1.167,0.0,-0.413,0.0,0.6966666666667152
2077,14.0,2.16,60.66666666666666,0.303,0.0,-0.392,0.0,0.7666666666667273
2078,3.6666666666666665,2.2266666666666666,15.666666666666666,0.0,0.0,0.048,0.0,0.6999999999999696
2080,3.6666666666666665,1.413333333333333,17.0,0.0,0.0,-0.018,0.0,0.0529999999999972
2081,14.0,2.706666666666667,38.0,1.045,0.0,-0.101,0.0,0.75
2087,15.666666666666666,2.3833333333333333,39.66666666666666,0.0,0.0,-0.148,0.0,0.9866666666665272
2093,11.666666666666666,2.1533333333333333,29.666666666666668,0.0,0.0,-1.173,0.0,0.7299999999998666
2094,11.666666666666666,2.1533333333333333,29.666666666666668,0.56,0.0,-1.126,0.0,0.9666666666666212
2100,5.333333333333333,2.353333333333333,15.333333333333334,1.695,0.0,-0.584,0.0,0.9633333333332909
2101,5.333333333333333,2.353333333333333,15.333333333333334,1.383,0.0,-0.56,0.0,0.9466666666666772
2102,12.0,2.333333333333333,27.33333333333333,1.123,0.0,-0.367,0.0,0.9533333333334516
2107,8.666666666666666,2.9466666666666668,22.0,2.683,0.0,-1.548,0.0,0.133333333333212
2108,12.75,2.69,28.75,0.426,0.0128242683686877,-0.83,0.0812234697882695,0.9433333333336122
2111,15.333333333333334,2.353333333333333,39.333333333333336,0.762,0.0,-0.347,0.0,0.8966666666666848
2112,15.333333333333334,2.353333333333333,39.333333333333336,0.86,0.0,-0.291,0.0,0.776666666666794
2114,15.333333333333334,2.053333333333333,51.333333333333336,0.0,0.0,-0.071,0.0,0.8733333333333727
2117,5.333333333333333,2.4233333333333333,24.0,5.738,0.0,-2.468,0.0,0.6033333333332394
2118,5.333333333333333,2.4233333333333333,24.0,4.944,0.0,-2.32,0.0,0.7700000000001334
2119,10.125,2.83375,30.375,0.0,0.0111256592402652,-0.486,0.0146842571636466,0.6466666666663817
2131,12.333333333333334,2.2,47.0,0.0,0.0,-0.815,0.0,0.6766666666665818
2132,12.333333333333334,1.9,59.0,0.0,0.0,-0.336,0.0,0.6200000000001182
2134,11.333333333333334,1.86,62.66666666666666,0.0,0.0,-0.013,0.0,0.9843333333334008
2136,12.666666666666666,2.486666666666667,30.666666666666668,0.758,0.0,-1.145,0.0,0.6233333333333727
2138,6.0,2.62,18.666666666666668,0.903,0.0,-1.537,0.0,0.6100000000002032
2139,3.0,2.4575,7.0,5.09,0.432375033663697,-1.265,0.5064093532670763,0.4099999999997029
2140,3.0,2.4775,5.0,4.763,0.4532393111105808,-1.25,0.4641009016321396,0.2966666666667758
