,average_valence_number,std_dev wt CN_1,average_electronegativity,average_atomic_number,thickness,mean q2 CN_12,uc_area,Barrier_energy
1072,5.333333333333333,0.0,2.853333333333333,12.666666666666666,4.336,0.0,12.066,0.2999999999997271
1073,5.333333333333333,0.0,2.783333333333333,18.666666666666668,5.133,0.0,10.912,0.4399999999995998
1074,7.666666666666667,0.0,2.8233333333333337,17.666666666666668,4.228,0.0,14.586,0.2300000000000182
1076,11.0,0.0,2.813333333333333,23.666666666666668,4.273,0.0,15.778,0.2400000000002364
1079,7.333333333333333,0.0,3.233333333333333,20.666666666666668,4.454,0.0,12.684,0.2300000000000182
1081,5.333333333333333,0.0,2.9266666666666663,12.666666666666666,4.518,0.0,12.969,0.0833333333331817
1082,8.666666666666666,0.0,3.1533333333333338,32.666666666666664,4.929,0.0,15.183,0.0833333333336365
1084,7.666666666666667,0.0,2.92,23.666666666666668,4.41,0.0,16.825,0.2400000000002364
1085,11.0,0.0,2.91,29.666666666666668,4.524,0.0,17.993,0.2400000000002364
1086,11.0,0.0,2.936666666666667,40.333333333333336,4.468,0.0,18.571,0.2399999999997817
1088,7.333333333333333,0.0,2.9466666666666668,23.33333333333333,4.751,0.0,15.653,0.2399999999997817
1089,7.333333333333333,0.0308501884241467,2.9466666666666668,23.33333333333333,4.063,0.0,17.319,0.5799999999999272
1091,10.666666666666666,0.0,2.936666666666667,29.33333333333333,2.419,0.0,20.527,0.919999999999618
1092,10.666666666666666,0.0,2.936666666666667,29.33333333333333,4.841,0.0,17.065,0.2400000000002364
1095,5.333333333333333,0.0,2.64,15.333333333333334,4.366,0.0,17.624,0.25
1097,5.666666666666667,0.0,2.6300000000000003,21.666666666666668,4.041,0.0,17.752,0.2300000000000182
1098,8.666666666666666,0.0,2.6300000000000003,21.33333333333333,4.288,0.0,18.941,0.4266666666664302
1099,9.0,0.0,2.69,21.666666666666668,3.806,0.0,16.867,0.2999999999997271
1101,9.0,0.0,2.62,27.666666666666668,3.966,0.0,18.79,0.25
1112,4.666666666666667,1.7892146506089982e-05,1.6133333333333333,20.0,5.885,0.0014810744173737,14.504,0.3499999999999848
1113,4.666666666666667,0.0,1.6666666666666667,14.666666666666666,3.969,0.0061158802596426,13.421,0.4066666666666758
1117,4.666666666666667,0.0002627624032083,1.65,17.333333333333332,4.908,0.0054243866422132,14.043,0.4566666666667061
1118,15.0,0.0,2.115,42.0,1.929,0.0,23.944,0.8966666666666848
1122,14.0,0.0,2.1100000000000003,57.0,4.801,0.0,16.244,0.721333333333329
1125,14.0,0.0,2.75,57.0,4.014,0.0,18.612,0.526666666666794
1129,9.0,0.0,2.85,48.0,3.593,0.0,19.06,0.5966666666668061
1132,15.333333333333334,0.4681634247421477,2.3400000000000003,39.333333333333336,6.403,0.0,22.584,0.9733333333333576
1138,14.0,0.0,2.6,66.0,3.627,0.0,23.04,0.6233333333334485
1141,8.5,0.0,2.99,43.5,1.475,0.0,18.967,0.2899999999999636
1153,8.0,0.0,1.9733333333333332,29.33333333333333,6.383,0.0014386194149108,12.635,0.1533333333334212
1154,13.5,0.2349404297898305,2.3200000000000003,65.5,3.081,0.0,18.983,0.4599999999998848
1159,2.6666666666666665,0.3236184163600616,2.1533333333333333,9.333333333333334,4.878,0.0,15.711,0.0599999999999454
1160,2.6666666666666665,0.4047441201471773,2.1533333333333333,9.333333333333334,3.802,0.0037926828066279,26.033,0.0233333333333121
1161,2.6666666666666665,0.4084741708057297,1.8666666666666665,12.0,4.472,0.0,38.03,0.0399999999999636
1162,6.0,0.4092179281635401,1.856666666666667,18.0,4.712,0.0,41.498,0.0299999999999727
1163,6.0,0.4160529644746745,1.7066666666666668,24.0,4.994,0.0,48.216,0.0299999999999727
1164,2.6666666666666665,0.4105088555530875,2.2066666666666666,4.0,3.615,6.871564634297496e-05,13.112,0.0233333333333121
1165,6.0,1.871205471317101e-05,2.4566666666666666,27.33333333333333,3.13,0.0069375039495782,35.159,0.9400000000000546
1166,2.6666666666666665,0.4273076022171514,1.92,6.666666666666667,4.736,0.0,20.605,0.0199999999999818
1167,6.0,0.4316092473041242,1.91,12.666666666666666,5.049,0.0,23.044,0.0099999999999909
1168,2.6666666666666665,0.3568859672644081,2.19,6.666666666666667,4.596,0.0,11.666,0.0300000000002
1170,2.6666666666666665,0.4045026807252108,2.19,6.666666666666667,3.677,0.001515391328207,18.951,0.0133333333333212
1171,2.6666666666666665,0.4125695831867146,1.903333333333333,9.333333333333334,4.575,0.0,28.516,0.0299999999999727
1173,6.0,0.415246741739789,1.893333333333333,15.333333333333334,4.876,0.0,31.352,0.0199999999999818
1174,6.0,0.4316803928212473,1.7433333333333334,21.33333333333333,5.466,0.0,36.026,0.0199999999999818
1189,14.0,0.0,2.43,32.0,3.633,0.0,13.537,0.6566666666666
1195,15.0,0.0725706977544033,2.385,33.0,3.028,0.0,19.787,0.769999999999906
1202,14.5,7.244977057634794e-05,2.48,57.5,5.77,0.0,15.185,0.4133333333335637
1205,15.0,0.0329161514740078,2.37,42.0,3.412,0.0,21.808,0.5966666666665787
1211,9.0,0.0,2.433333333333333,33.666666666666664,5.651,0.0,15.277,0.8733333333334485
1212,9.0,0.0,2.4,44.333333333333336,5.665,3.319423882298505e-05,15.246,0.9299999999998364
1217,8.666666666666666,0.0026401716603057,2.3433333333333333,33.333333333333336,6.977,0.0,12.077,0.8799999999999576
1230,8.666666666666666,0.0062791134071668,2.44,33.333333333333336,7.152,0.0,13.355,0.8233333333331151
1237,10.5,0.0,2.145,37.5,6.12,0.0066632974200668,10.821,0.4366666666665726
1240,14.333333333333334,0.0,2.3466666666666667,61.0,5.879,0.0,22.677,0.8999999999996362
1249,10.333333333333334,0.0,2.48,37.66666666666666,6.189,0.0,16.676,0.949999999999818
1250,13.666666666666666,0.0,2.47,43.66666666666666,6.233,0.0,18.216,0.9800000000000182
1260,9.0,0.0,2.53,23.0,3.358,0.0,15.95,0.9900000000002364
1261,12.0,0.0,2.143333333333333,42.0,3.339,0.0001123167442188,31.251,0.0
1266,9.5,0.0001502585877393,2.58,48.5,5.581,0.0,13.976,0.5666666666664545
1275,4.333333333333333,1.7892146506089982e-05,1.5200000000000002,19.666666666666668,6.196,0.0019740625179319,14.33,0.3066666666666151
1279,5.333333333333333,1.7892146506089982e-05,1.64,20.666666666666668,5.604,0.0042384507850238,15.564,0.3866666666667697
1280,2.6666666666666665,0.0018225545481409,1.6933333333333334,21.33333333333333,2.686,0.0018492587521208,30.493,0.0633333333332757
1281,2.6666666666666665,0.0402476618167699,1.6933333333333334,21.33333333333333,2.659,0.0,29.116,0.0400000000000394
1284,4.333333333333333,1.7892146506089982e-05,1.5733333333333337,14.333333333333334,4.288,0.0010335602992315,12.953,0.5033333333333303
1288,6.666666666666667,0.0489434968355831,1.8666666666666665,33.333333333333336,6.798,0.0,14.313,0.6100000000001273
1289,10.0,0.0002572429152666,1.706666666666667,45.333333333333336,6.081,0.0,20.066,0.2933333333332939
1292,4.333333333333333,1.7892146506089982e-05,1.5566666666666666,17.0,5.243,0.0027416793666794,13.624,0.4233333333333273
1298,5.333333333333333,0.0001999201727069,1.6766666666666663,18.0,4.653,0.0063004838918117,14.916,0.4566666666666303
1299,6.666666666666667,5.059903832958675e-05,1.8500000000000003,36.0,6.728,0.0,21.663,0.7266666666665363
1303,9.333333333333334,0.1281020275524454,2.046666666666667,41.333333333333336,5.281,0.0,15.913,0.5533333333331333
1307,5.333333333333333,0.0,1.586666666666667,26.666666666666668,5.046,0.0078312696337955,16.36,0.3599999999998999
1311,10.666666666666666,1.7892146506089982e-05,2.063333333333333,48.66666666666666,5.343,0.0,24.448,0.6033333333333152
1313,4.666666666666667,0.0,1.9366666666666668,23.33333333333333,6.403,0.0015866923135905,12.064,0.3400000000001455
1316,5.5,0.0,2.245,28.5,6.104,0.005765949160112,9.709,0.6233333333334485
1318,8.0,0.0,2.93,18.0,4.476,0.0050985655080709,6.451,0.1400000000003274
1319,7.5,0.0,2.23,21.5,2.42,0.0,13.241,0.2166666666666969
1320,7.5,0.0,2.23,21.5,2.823,0.0,11.097,0.2666666666666515
1325,12.5,0.0,2.215,30.5,3.084,0.0,12.122,0.330000000000003
1329,12.5,0.0,1.99,39.5,3.258,0.0,14.016,0.9233333333334032
1330,12.5,0.0,1.99,39.5,3.391,0.0,13.49,0.5733333333333425
1342,6.0,0.0,2.12,20.0,3.076,0.0,11.65,0.599999999999909
1348,11.666666666666666,0.0006439075249799,2.24,33.0,3.311,0.0,58.448,0.7600000000000667
1352,14.0,0.0445120702519268,2.06,54.66666666666666,3.851,0.0,55.056,0.6999999999998181
1354,14.666666666666666,0.3715755095074753,2.6833333333333336,49.333333333333336,4.224,0.0,52.101,0.6599999999998545
1355,14.666666666666666,0.4395125576276102,2.5333333333333337,55.333333333333336,4.349,0.0,56.926,0.5933333333332484
1357,14.0,0.0,2.28,41.0,3.856,0.0,15.11,0.7033333333330726
1358,11.333333333333334,0.3897123438609245,2.75,43.333333333333336,3.862,0.0,51.398,0.7466666666665939
1359,8.5,0.0,2.67,18.5,1.205,0.0,15.715,0.2699999999999818
1360,11.333333333333334,0.4425140327364841,2.6,49.333333333333336,3.99,0.0,56.278,0.6000000000000606
1362,8.5,0.0001918717842412,2.24,22.5,2.911,0.0,12.532,0.2533333333334061
1364,8.0,0.2707967928911768,3.3200000000000003,32.0,2.729,0.0,40.249,0.2300000000004729
1366,14.666666666666666,0.3999131256035164,2.583333333333333,55.333333333333336,4.699,0.0,53.288,0.7966666666667758
1367,14.666666666666666,0.3613921721245875,2.4333333333333336,61.333333333333336,4.787,0.0,58.169,0.7999999999998787
1368,13.5,0.0,2.225,31.5,3.561,0.0,12.267,0.5566666666665393
1369,13.5,0.0,2.225,31.5,3.677,0.0,11.405,0.6866666666668001
1372,13.5,0.2421487038833543,2.225,31.5,2.736,0.0,14.511,0.2766666666664908
1374,6.5,0.0,1.4249999999999998,33.5,3.973,0.0,16.261,0.2433333333333394
1377,10.666666666666666,0.0007111335440239,2.76,23.33333333333333,3.314,0.0,32.795,0.7233333333339639
1379,13.5,0.3810242901418018,2.0,40.5,2.923,0.0,16.711,0.5633333333330484
1381,14.666666666666666,0.0542723762844988,2.47,32.666666666666664,4.351,0.0,44.476,0.4233333333334788
1382,14.666666666666666,0.0612208765655366,2.32,38.66666666666666,4.331,0.0,49.362,0.5666666666669092
1384,10.5,0.1127170465848736,2.995,20.5,4.155,0.0,15.645,0.2300000000000182
1397,6.5,0.0,3.0700000000000003,25.5,4.769,0.0055437161655765,7.532,0.1600000000003092
1399,4.0,0.2333978344633281,2.455,10.0,2.398,0.0,10.422,0.1033333333334667
1405,7.5,0.0768426090154205,3.09,42.5,5.828,0.0,6.5,0.8699999999998909
1411,8.5,0.0,3.13,43.5,3.793,0.0,9.966,0.1999999999998181
1417,12.0,0.4100391638226696,2.356666666666667,33.333333333333336,4.857,0.0,56.543,0.7333333333332727
1425,5.5,0.1114639106311067,2.94,11.5,3.989,0.0,13.473,0.2200000000000272
1438,8.0,0.1443204644058245,3.106666666666667,15.333333333333334,2.564,0.0,31.802,0.2299999999995634
1439,8.0,0.1086152613421441,2.8200000000000003,18.0,2.621,0.0,39.541,0.1566666666670547
1441,14.666666666666666,0.0337471397646221,2.37,38.66666666666666,4.723,0.0,45.879,0.7566666666668121
1442,14.666666666666666,0.0268183842165567,2.22,44.66666666666666,4.733,0.0,50.991,0.8100000000004002
1443,9.333333333333334,0.0,1.606666666666667,33.333333333333336,4.284,0.0,53.157,0.8766666666663999
1444,10.0,0.0442571749766817,2.1733333333333333,42.0,5.813,0.0,32.893,0.6433333333334303
1445,7.0,0.0,2.205,21.0,2.458,0.0,12.955,0.2300000000000182
1447,5.333333333333333,1.4144983797167018e-05,2.783333333333333,18.666666666666668,4.671,0.0,27.743,0.25
1449,12.0,0.0,2.19,30.0,3.621,0.0,11.708,0.910000000000082
1451,12.0,0.0,1.965,39.0,3.992,0.0,12.664,0.4699999999998757
1481,7.5,0.1941440002670998,2.105,16.5,3.862,0.0,14.392,0.0829999999999699
1485,10.0,0.0,2.295,24.0,1.845,0.0,19.873,0.4033333333332696
1486,7.0,0.0409579858184774,2.2266666666666666,19.666666666666668,4.022,0.0,29.614,0.6466666666668365
1492,7.0,0.1578108045842541,2.3233333333333337,25.666666666666668,4.198,0.0,32.705,0.8633333333330787
1496,5.5,0.0,2.055,14.5,3.882,0.0061985759142583,5.383,0.066666666666606
1499,5.5,1.897748718665913e-05,2.2,23.5,3.917,0.007872588350899,6.922,0.4733333333334333
1500,5.5,1.897748718665913e-05,2.24,39.5,4.468,0.0073178269151265,6.631,0.2799999999998969
1504,2.5,0.1777287941486675,2.05,7.5,3.725,0.0,13.141,0.1230000000000473
1505,7.5,0.1752849203059789,2.08,25.5,4.293,0.0,19.178,0.1240000000000236
1515,10.0,1.7892146506089982e-05,2.3633333333333333,25.33333333333333,2.888,0.0,11.454,0.2700000000000576
1521,6.333333333333333,0.0,2.466666666666667,19.0,2.742,0.0,10.249,0.1366666666667697
1523,14.5,0.0004131963231205,2.33,66.5,5.924,0.0,17.334,0.8233333333335698
1532,6.666666666666667,5.059903832958675e-05,2.99,14.0,1.963,0.0,8.434,0.4133333333331848
1535,13.333333333333334,0.0,2.2533333333333334,37.333333333333336,3.106,0.0,12.953,0.763333333333397
1544,13.5,0.0,2.285,40.5,3.836,0.0,13.791,0.7099999999998848
1545,13.5,0.0,2.285,40.5,3.452,0.0,15.265,0.6566666666666
1547,13.5,0.0,2.43,49.5,4.117,0.0,15.302,0.769999999999906
1568,15.0,0.2072417640993006,2.425,62.5,3.305,0.0,23.982,0.810000000000097
1569,6.111111111111111,0.2915046286550619,3.2666666666666666,19.22222222222222,10.298,0.0,29.472,0.2799999999988358
1570,2.5,0.4191397053041108,2.2125,5.5,3.182,0.0,8.48,0.0316666666667136
1571,9.0,0.0,1.705,32.0,3.214,0.0,22.101,0.7833333333333788
1572,6.5,0.0,2.065,20.5,3.183,0.0,10.021,0.6433333333333545
1576,4.75,0.4129471133359159,2.685,10.25,2.969,0.0,8.016,0.2400000000000091
1577,4.75,0.4087898033384197,2.255,14.25,3.849,0.0,11.054,0.25
1578,6.5,0.0,3.265,12.5,2.517,0.0,10.704,0.2100000000000363
1579,7.0,0.0,1.485,46.0,5.956,0.0,14.169,0.2543333333333066
1580,8.0,0.0,2.675,18.0,1.944,0.0,12.649,0.2099999999995816
1581,8.0,0.0,2.675,18.0,0.0,0.0,14.879,0.5100000000002183
1582,8.0,0.0,2.245,22.0,2.984,0.0,11.304,0.1733333333333272
1583,8.0,0.0,2.245,22.0,2.835,0.0,12.52,0.6100000000001273
1584,8.0,0.0,2.245,22.0,2.296,0.0,14.494,0.5299999999999727
1585,13.0,0.0,2.23,31.0,3.261,0.0,12.131,0.5633333333335031
1587,13.0,0.0,2.23,31.0,2.618,0.0,15.158,0.4033333333333455
1591,9.5,0.0,2.1875,28.0,4.944,0.0,12.319,0.8833333333334394
1597,10.25,4.383018206360632e-05,3.205,29.25,3.223,0.0,14.439,0.3600000000001273
1598,10.0,0.0,2.12,33.0,2.024,0.0,22.139,0.6733333333332515
1605,13.0,0.0,2.19,65.0,4.013,0.0,13.701,0.9833333333333484
1606,13.0,0.0,2.19,65.0,4.069,0.0,14.101,0.776666666666794
1609,7.5,0.0,2.43,30.5,3.02,0.0,12.809,0.5599999999999454
1613,7.0,0.0,3.4000000000000004,25.5,2.486,0.0,11.936,0.2100000000000363
1618,12.0,0.0,2.89,30.5,3.462,0.0,13.852,0.5400000000001152
1619,7.0,0.0,2.39,30.0,2.499,0.0,15.089,0.2000000000000454
1620,7.0,0.0,2.99,21.5,3.229,0.0,13.093,0.4600000000000364
1621,7.0,0.0,3.4000000000000004,17.5,2.572,0.0,11.462,0.2200000000002546
1622,12.0,0.0,2.74,39.5,3.705,0.0,15.072,0.8733333333332212
1627,6.25,0.1493172249610268,3.2575000000000003,12.25,2.485,0.0,11.443,0.2899999999999636
1629,11.0,0.4329662237077006,2.6725,29.5,4.499,0.0,11.671,0.7966666666666242
1631,10.0,0.0,2.27,33.0,2.219,0.0,22.178,0.423333333333403
1632,6.5,1.897748718665913e-05,2.225,25.0,2.656,0.0,16.082,0.9833333333334244
1636,5.5,0.0,2.105,19.5,3.295,0.0,11.779,0.9500000000000456
1648,4.0,0.4330127018922193,2.2425,11.5,6.063,0.0,17.023,0.2733333333333879
1650,14.5,0.0048640965991483,2.295,32.5,5.047,0.0,25.272,0.6399999999998727
1651,14.5,0.0062663386301401,2.07,41.5,5.28,0.0,29.256,0.7366666666668303
1656,15.0,0.1891457417537198,2.425,54.5,3.249,0.0,49.955,0.7500000000001515
1658,12.5,0.1493639171314674,2.7,41.0,3.11,0.0,43.782,0.5033333333332545
1659,12.5,0.2795516034669145,2.7,41.0,3.418,0.0,41.225,0.5333333333334546
1660,12.5,0.2201399431356855,2.475,50.0,3.017,0.0,49.09,0.5866666666670426
1666,15.0,0.2244172459186645,2.35,59.0,3.571,0.0,50.67,0.8633333333335335
1669,7.0,0.4059094452262637,2.345,29.0,7.062,0.0,23.365,0.2399999999997817
1670,12.0,0.4125113468694448,2.33,38.0,6.603,0.0,25.048,0.599999999999909
1671,10.0,0.3573535152661218,2.935,20.0,3.157,0.0,30.326,0.5166666666661209
1673,15.0,0.2161599646521879,2.265,42.0,3.081,0.0,43.795,0.5599999999999454
1683,7.5,0.3741538613552656,2.9850000000000003,15.5,2.81,0.0,29.849,0.5766666666665211
1684,9.0,0.3477979096903755,1.89,27.0,6.787,3.123419015931408e-05,21.753,0.973333333333206
1685,9.0,0.2151086034055169,1.97,19.0,5.742,0.0,14.47,0.7933333333332939
1688,12.5,0.2678731609661754,2.54,28.5,2.841,0.0,38.581,0.7900000000001152
1690,12.5,0.2201451275118913,2.315,37.5,2.772,0.0,42.854,0.6933333333331575
1702,10.0,0.3294168140145571,2.8800000000000003,29.0,4.297,0.0,18.441,0.5999999999997575
1703,4.0,0.3720375001801824,2.455,10.0,4.776,0.0,10.451,0.2733333333332363
1716,5.5,0.397414440075967,2.74,11.0,5.125,0.0,10.86,0.0933333333334
1719,15.0,0.257999012816381,2.415,37.5,3.559,0.0,40.397,0.680000000000291
1720,15.0,0.2100927779352515,2.19,46.5,3.427,0.0,45.531,0.7366666666666788
1722,14.0,9.858031803511774e-05,2.75,57.0,3.351,0.0,35.994,0.949999999999818
1723,8.5,0.0357632720573465,2.56,47.5,1.929,0.0,46.283,0.8899999999997211
1725,13.5,0.4107368132763387,2.545,56.5,4.885,0.0,28.063,0.8766666666663999
1732,14.5,0.0013269870591808,2.0375,46.0,5.763,0.0,29.891,0.8233333333331151
1733,9.0,0.0100413160109154,1.97,19.0,3.003,0.0,28.37,0.650000000000091
1740,14.0,0.0,2.28,41.0,3.434,0.0,32.292,0.7333333333335759
1756,6.5,0.4330127018922193,2.285,20.5,6.179,0.0,20.403,0.3799999999999575
1758,11.5,0.4330127018922193,2.27,29.5,6.411,0.0,22.632,0.3066666666666909
1759,13.0,0.0001134670466904,2.23,31.0,3.315,0.0,24.502,0.4033333333331939
1767,5.75,0.4161139108609595,2.7475,11.25,5.005,0.0,11.655,0.0266666666667939
1773,12.0,0.3961458260791,2.3375,30.0,6.617,0.0,24.856,0.3899999999998726
1774,8.5,0.1105545991975151,2.785,27.5,7.37,0.0,15.063,0.9866666666666788
1778,14.0,0.0269428438334398,2.43,32.0,4.004,0.0,52.913,0.8766666666663999
1787,4.0,0.3257194416779099,2.385,32.0,6.243,0.0,35.544,0.1999999999995149
1790,11.25,0.0742517185694853,2.59,38.75,4.596,0.0,30.086,0.7933333333332181
1791,4.0,0.3836013434841261,2.4,14.0,5.46,0.0,27.865,0.0933333333335516
1792,4.0,0.3051920354596797,2.48,6.0,4.26,0.0,15.606,0.0333333333337577
1794,4.0,0.3606587378610777,2.4,23.0,5.802,0.0,31.402,0.0433333333330665
1811,7.0,0.1880687793694917,2.08,17.0,7.996,0.0,29.367,0.9566666666669336
1828,7.0,0.3725292271604613,2.0475,21.5,6.715,0.0,40.747,0.7599999999999151
1835,15.666666666666666,0.0,2.4266666666666663,33.666666666666664,3.151,0.0,11.488,0.5500000000000304
1836,15.666666666666666,0.0,2.126666666666667,45.66666666666666,3.59,0.0,12.752,0.8366666666666637
1841,15.0,0.0,2.62,61.66666666666666,3.561,0.0,17.529,0.8466666666667303
1852,7.0,0.1313142336419901,2.2475,25.5,3.017,0.0,12.811,0.6800000000000637
1861,12.0,0.0444113218061669,2.0775,34.5,3.807,0.0,12.199,0.6600000000000819
1865,12.0,0.0,2.306666666666666,30.0,3.514,0.0021951848037629,14.692,0.9900000000000092
1879,14.333333333333334,0.0,2.6,32.333333333333336,2.886,0.0,15.056,0.4333333333332423
1880,14.333333333333334,0.0,2.6,32.333333333333336,2.869,0.0,12.062,0.3099999999998696
1881,7.666666666666667,0.0,2.733333333333333,20.33333333333333,2.663,0.0,13.558,0.7800000000000485
1882,7.666666666666667,0.0,2.733333333333333,20.33333333333333,2.663,0.0,10.836,0.5933333333333243
1887,14.333333333333334,0.0,2.4,44.333333333333336,3.093,0.0,17.488,0.4866666666666788
1888,14.333333333333334,0.0,2.4,44.333333333333336,2.919,0.0,13.069,0.2866666666666333
1890,15.333333333333334,0.0001035964937314,2.3800000000000003,42.333333333333336,6.223,0.0,22.723,0.9499999999999696
1892,7.0,0.0,2.92,14.333333333333334,1.88,0.0,6.903,0.1800000000000636
1894,14.333333333333334,1.4144983797167018e-05,2.4233333333333333,35.333333333333336,5.61,0.0,17.749,0.996666666666594
1897,13.666666666666666,0.0,2.026666666666667,43.66666666666666,2.99,0.0008333545442458,11.303,0.3466666666668061
1900,6.0,0.0,2.8466666666666662,13.333333333333334,1.919,0.0,7.334,0.25
1901,6.0,0.0,2.8466666666666662,13.333333333333334,2.337,0.0028219335519847,6.011,0.2100000000000363
1904,6.0,0.0,2.273333333333333,18.666666666666668,2.948,0.0043681703742273,8.043,0.4399999999998272
1909,15.0,0.0,2.606666666666667,33.0,3.062,0.0,13.674,0.6066666666665697
1910,8.333333333333334,0.0,2.74,21.0,2.784,0.0,12.689,0.8433333333334
1911,15.0,0.0,2.4066666666666667,45.0,3.322,0.0,15.547,0.7266666666666121
1913,9.333333333333334,0.0325448903053239,2.6566666666666667,20.666666666666668,3.653,0.0,21.059,0.7766666666666424
1917,14.0,0.0,2.583333333333333,32.0,2.992,0.0,12.155,0.3733333333332211
1918,14.0,0.0,2.583333333333333,32.0,2.865,0.0,15.876,0.849999999999909
1919,14.0,0.0,2.583333333333333,32.0,3.286,0.0020375561393523,11.049,0.2333333333333485
1920,7.333333333333333,0.0,2.716666666666667,20.0,2.78,0.0,10.952,0.6000000000001364
1922,7.333333333333333,0.0,2.716666666666667,20.0,3.079,0.0033970810159894,9.804,0.5533333333332848
1925,3.333333333333333,0.0,2.0766666666666667,9.333333333333334,2.05,0.0038168643955886,5.241,0.0326666666666521
1927,14.0,0.0,2.3833333333333333,44.0,3.227,0.0,14.115,0.2899999999999636
1928,14.0,0.0,2.3833333333333333,44.0,3.112,0.0,18.256,0.5633333333332757
1929,14.0,0.0,2.3833333333333333,44.0,3.546,0.0,12.985,0.4833333333333485
1931,6.666666666666667,0.0,2.9033333333333338,14.0,1.989,0.0,6.839,0.1999999999998181
1932,6.666666666666667,0.0,2.9033333333333338,14.0,1.758,0.0,9.148,0.2200000000000272
1933,13.333333333333334,0.0,2.01,43.333333333333336,3.21,0.0028517079647461,11.034,0.6999999999998939
1939,15.333333333333334,0.4456430848215336,2.44,33.333333333333336,5.861,0.0,50.942,0.6766666666665818
1940,8.666666666666666,0.0,2.9633333333333334,16.0,1.959,0.0,7.302,0.3999999999999393
1944,8.666666666666666,0.0,2.39,21.33333333333333,2.794,0.0,10.269,0.8699999999998909
1945,15.333333333333334,0.0,2.37,33.333333333333336,3.035,0.0,11.36,0.7066666666667061
1946,15.333333333333334,0.0,2.07,45.333333333333336,3.437,0.0,12.958,0.8266666666665211
1962,15.333333333333334,0.0,2.64,50.0,3.297,0.0,18.107,0.7233333333334334
1964,8.666666666666666,0.0,3.3200000000000003,32.666666666666664,2.057,0.0,11.595,0.0966666666666545
1965,15.333333333333334,0.0,2.44,62.0,3.539,0.0,20.467,0.996666666666594
1966,15.333333333333334,0.44950441510089,2.44,62.0,3.613,0.0,19.737,0.7933333333332939
1973,3.6666666666666665,0.0,2.2,26.33333333333333,2.014,0.0055307986716565,6.488,0.0799999999999651
1977,3.6666666666666665,0.0,1.3866666666666667,27.666666666666668,4.093,0.0034343852829358,6.508,0.2653333333333876
1984,12.0,0.0,2.41,27.33333333333333,3.014,0.0,13.061,0.9466666666665636
1986,5.333333333333333,0.0,2.543333333333333,15.333333333333334,2.746,0.0,11.683,0.8933333333332788
1988,5.333333333333333,0.0,3.09,10.0,1.906,0.0,8.24,0.0933333333332484
1998,3.0,0.0,1.9833333333333332,9.0,2.053,0.003096660663214,5.529,0.542666666666681
1999,13.666666666666666,0.0,2.29,43.66666666666666,3.299,0.0,15.028,0.7133333333333667
2002,6.333333333333333,0.0,2.81,13.666666666666666,1.92,0.0,7.254,0.5599999999999454
2003,6.333333333333333,0.0,2.236666666666667,19.0,2.642,0.0,9.719,0.599999999999909
2006,13.0,0.0,1.9166666666666667,43.0,3.289,0.0032240436316245,11.601,0.9600000000000364
2010,6.0,0.0,3.013333333333333,19.33333333333333,2.45,0.0030118602241132,6.889,0.2799999999999727
2011,6.0,0.0,2.44,24.666666666666668,3.127,0.0056539107606867,8.78,0.6900000000000546
2017,3.0,5.059903832958675e-05,1.6466666666666665,27.666666666666668,2.754,0.0034698124888904,12.949,0.7170000000000604
2021,5.666666666666667,0.0,2.2533333333333334,24.33333333333333,3.076,0.0024338595560347,9.879,0.2166666666666211
2022,12.333333333333334,0.0,2.233333333333333,36.333333333333336,3.353,0.0043010650631405,10.437,0.426666666666506
2023,12.333333333333334,0.0,2.233333333333333,36.333333333333336,3.338,0.0034557987229466,10.496,0.3833333333332878
2024,12.333333333333334,0.0,1.9333333333333336,48.333333333333336,3.691,0.0056505134706704,11.741,0.9466666666666392
2025,12.333333333333334,0.0,1.9333333333333336,48.333333333333336,3.709,0.0054252001156052,11.554,0.6366666666667697
2027,14.666666666666666,0.0,2.61,32.666666666666664,2.808,0.0,11.85,0.3633333333333818
2028,14.666666666666666,0.0,2.61,32.666666666666664,2.71,0.0,15.333,0.5366666666667849
2029,8.0,0.0,2.7433333333333336,20.666666666666668,2.617,0.0,10.623,0.6200000000000424
2030,8.0,0.0,3.29,15.333333333333334,1.999,0.0,8.285,0.1799999999998363
2031,4.0,0.0,2.103333333333333,10.0,1.861,0.0029676353454911,5.411,0.0430000000000063
2032,14.666666666666666,0.0,2.41,44.66666666666666,3.027,0.0,13.647,0.4033333333333455
2033,14.666666666666666,0.0,2.41,44.66666666666666,2.941,0.0,17.291,0.8966666666667606
2034,7.333333333333333,0.0,2.93,14.666666666666666,1.899,0.0,6.983,0.1199999999998908
2035,7.333333333333333,0.0,2.356666666666667,20.0,2.351,0.0,9.74,0.709999999999809
2036,14.0,0.0,2.3366666666666664,32.0,2.491,0.0,10.863,0.7533333333334061
2037,14.0,0.0,2.3366666666666664,32.0,2.639,0.0,10.649,0.4600000000000364
2038,14.0,0.0,2.036666666666666,44.0,2.713,0.0,12.397,0.949999999999894
2039,14.0,0.0,2.036666666666666,44.0,2.922,0.0,11.95,0.2666666666666515
2040,10.666666666666666,0.0,2.5066666666666664,56.66666666666666,3.191,0.0,10.69,0.3583333333333485
2046,12.333333333333334,0.0,2.43,27.666666666666668,2.967,0.0,10.627,0.3166666666666818
2055,8.666666666666666,0.0,3.0700000000000003,32.666666666666664,2.117,0.0,10.024,0.4866666666666788
